"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"508",508,"503","9.281","409.98685","Unknown","[M-H]-","ion correlated with 516; ion correlated with 445; ion correlated with 418; ion correlated with 20; ion correlated with 364","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2444.77","190715_Poo_TruePooFK180310_DDAneg50","409.98685:292307 410.9902:98977 411.99356:124437","","9.923","9.79","8.78","8.903","9.266","9.307","9.315","9.279","9.287","9.329","9.285","9.283","9.283","9.804","9.068","9.063","9.181","9.308","9.279","9.303","9.292","9.241","9.306","9.31","9.307","9.311","9.296","9.223","9.264","9.321","9.284","9.259","9.278","9.31","9.268","9.214","9.322","9.233","9.282","9.197","9.281","9.281","9.281","9.281","9.126","9.281","9.281","9.281","9.281","9.281"
"509",509,"504","13.469","412.83182","Unknown","[M-H]-","","0.64","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","23272.43","190715_Poo_TruePooFK180310_DDAneg20","412.83203:897717 413.83538:112168 414.83874:235558","50.28545:6803 57.915:6722 58.59623:6419 62.29917:6889 62.43835:6251 63.64831:6600 63.95:7417 67.14445:6191 70.20968:8907 77.27627:7041 78.99361:6466 81.02348:8086 86.4156:7422 99.29794:7732 104.43742:8430 128.06021:8816 160.73328:8895 174.41835:7467 218.73732:21627 218.7507:52224 244.07256:7218","13.943","14.211","13.284","13.327","13.656","13.412","13.463","13.754","13.229","13.318","13.453","13.432","13.268","13.877","13.212","13.229","13.265","13.186","13.205","13.285","13.446","13.154","13.215","13.193","13.223","13.242","13.289","13.196","13.218","13.159","13.236","13.744","13.375","13.527","13.2","13.011","13.256","13.43","13.434","13.153","13.469","13.469","13.92","14.092","13.469","13.469","13.921","14.031","13.917","14.166"
"510",510,"505","13.087","412.83197","Unknown","[M-H]-","","0.42","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","24020.66","190715_Poo_TruePooFK180310_DDAneg20","412.83203:3239470 413.83538:478713 414.83874:1174908","58.36782:7256 65.44916:6648 65.58548:7257 88.3419:8069 92.25871:7366 97.81792:6847 109.39101:6790 115.99363:8104 117.30415:6989 125.64928:6586 136.07666:7544 152.84506:7593 193.49968:6497 195.13857:6138 201.99126:8296 216.89761:11150 227.48999:8590 314.86453:171216 348.83939:7911","13.087","13.087","13.284","13.327","13.133","13.054","13.049","13.046","13.092","13.11","13.004","13.036","13.128","13.617","13.212","12.972","13.265","13.186","13.065","13.162","13.043","13.154","13.124","13.07","13.101","13.242","13.123","13.196","13.097","13.159","13.236","13.126","13.097","13.132","13.033","13.011","13.256","13.08","13.131","13.153","13.087","13.087","13.087","13.087","13.087","13.087","13.087","13.219","13.087","13.087"
"511",511,"506","13.322","413.83301","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3608.4","190715_Smp_FK180310S80C1-25m_A","413.83301:534014 414.83636:966878 415.83972:0","","14.033","13.322","13.284","13.267","13.067","13.09","13.32","13.3","13.123","13.184","13.318","13.335","13.315","13.322","13.287","13.303","13.206","13.399","13.25","13.378","13.275","13.187","13.322","13.271","13.252","13.349","13.366","13.226","13.05","13.055","13.328","13.326","13.343","13.375","13.108","13.346","13.363","13.338","13.282","13.183","13.322","13.322","13.322","14.062","13.322","13.322","13.322","13.322","13.962","13.73"
"512",512,"507","19.774","418.86652","Unknown","[M-H]-","","0.3","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3997.22","190715_Poo_TruePooFK180310_DDAneg50","418.86673:1348488 419.87008:263552 420.87344:219877","53.26487:6982 54.08226:8595 58.29898:7040 60.11408:6856 62.74249:6246 64.64543:6984 70.95672:6483 107.51223:6283 109.30495:6710 124.64069:6820 127.19666:6658 135.40288:6285 140.96481:70767 152.89336:7007 154.42445:6758 158.97534:22208 188.93925:7878 206.9368:13169 208.46962:7348 224.94705:10966 227.48627:14856 246.92999:511110 273.16324:7483 326.91559:29245 344.23013:7804 352.89462:90788 378.87411:22864 379.91385:7143","19.767","19.774","19.774","19.774","19.788","19.768","19.931","20.135","20.101","19.655","19.98","20.004","19.73","19.747","19.774","19.572","19.776","19.983","19.853","19.933","19.536","19.774","19.879","19.664","19.813","19.788","19.669","20.245","19.911","19.469","19.78","19.827","19.726","20.217","20.033","19.852","19.944","19.54","20.173","20.282","20.241","20.36","19.316","19.569","19.841","20.034","20.124","19.994","19.835","19.885"
"513",513,"508","3.106","426.83923","Unknown","[M-H]-","ion correlated with 296","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1113.75","190715_Poo_QC-KM1906_F","426.83923:1914738 427.84258:85576 428.84594:1843665","","3.106","3.249","3.073","3.065","3.618","2.96","2.787","3.005","3.106","3.015","2.958","3.003","2.994","3.125","3.106","3.017","2.884","2.984","3.659","2.991","3.106","3.147","3.106","3.106","3.045","3.106","2.958","3.074","3.069","3.106","3.076","3.106","3.106","3.071","2.59","3.106","3.106","3.106","3.11","3.107","3.106","3.275","3.022","3.105","3.106","3.06","2.993","3.142","3.078","3.167"
"514",514,"509","13.249","428.80933","Unknown","[M-H]-","","0.54","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5811.02","190715_Poo_TruePooFK180310_DDAneg20","428.8103:635044 429.81365:0 430.81701:0","50.1:6314 54.16562:6908 66.64666:6719 71.15928:6627 86.86375:7385 86.93546:6942 89.5844:7299 97.21449:6654 113.7962:6776 138.50237:6988 161.75858:7628 162.23929:7189 227.49779:13124 314.64291:7260","13.973","13.249","13.223","13.251","13.133","13.255","13.069","13.21","13.078","13.214","13.244","13.234","13.128","12.93","13.227","13.243","13.235","13.156","13.22","13.238","13.32","13.187","13.153","13.223","13.27","13.212","13.185","13.241","13.079","12.993","13.087","13.188","13.282","13.207","13.185","13.118","13.212","13.323","13.16","13.138","13.249","13.249","13.249","13.249","13.249","13.249","13.936","13.249","13.947","13.249"
"515",515,"510","13.109","434.81375","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7968.17","190715_Smp_FK180310S64C1-25m_C","434.81375:3625883 435.8171:1096990 436.82046:1846663","","13.109","13.109","13.223","13.222","13.121","13.136","13.002","13.076","13.033","13.154","13.112","13.016","13.166","13.109","13.287","13.273","13.206","13.082","13.035","13.132","12.892","13.11","13.186","13.176","13.161","13.227","13.031","13.167","13.05","13.026","13.191","13.048","13.112","13.056","13.003","13.208","13.137","13.097","13.071","13.153","13.109","13.109","13.109","13.109","13.109","13.109","13.109","13.109","13.109","13.109"
"516",516,"511","13.689","434.81412","Unknown","[M-H]-","","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12422.15","190715_Smp_FK180310S64C1-25m_C","434.81412:2351124 435.81747:439978 436.82083:1108326","","13.943","14.226","13.406","13.282","13.68","13.682","13.682","13.754","13.546","13.468","13.679","13.665","13.605","13.769","13.958","13.514","13.37","13.627","13.695","13.719","13.632","13.583","13.66","13.765","13.481","13.688","13.351","13.59","13.581","13.476","13.617","13.651","13.637","13.527","13.605","13.685","13.666","13.869","13.6","13.502","13.689","13.689","13.935","14.077","13.689","13.689","13.906","14.016","13.977","14.166"
"517",517,"512","19.828","434.84363","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","598.85","190715_Blk_KM1906U14-Blk_C","434.84363:459609 435.84698:0 436.85034:0","","19.782","19.828","19.828","19.828","19.979","19.963","19.917","19.828","20.055","19.655","19.95","19.805","19.824","19.828","20.087","19.771","19.828","19.922","19.828","19.857","19.565","19.828","19.908","19.68","19.827","19.773","19.685","19.758","19.867","19.916","19.81","19.858","19.711","19.828","20.033","19.828","19.884","19.78","19.796","20.088","19.828","19.875","19.828","19.75","19.748","20.019","19.828","19.828","19.828","19.828"
"518",518,"513","9.269","436.48792","Unknown","[M-H]-","ion correlated with 547; ion correlated with 479; ion correlated with 543; ion correlated with 546; ion correlated with 519; ion correlated with 493","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1584.25","190715_Smp_FK180310S77C1-25m_A","436.48792:155032 437.49127:126880 438.49463:104377","","9.753","10.078","9.269","8.827","9.27","9.285","9.262","9.264","9.302","9.299","9.279","9.256","9.302","9.835","8.93","9.063","9.32","9.293","9.186","9.288","9.276","9.256","9.291","9.294","9.337","9.342","9.219","9.223","9.264","9.321","9.33","9.29","9.278","9.31","9.283","9.291","9.261","9.218","9.267","9.32","9.269","9.269","9.269","9.269","9.269","9.269","9.269","9.269","9.269","9.269"
"519",519,"514","13.594","436.80997","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6632.81","190715_Smp_FK180310S64C1-25m_C","436.80997:937646 437.81332:243731 438.81668:0","","13.853","14.345","13.62","13.628","13.6","13.576","13.576","13.496","13.546","13.607","13.595","13.609","13.605","13.739","13.287","13.483","13.582","13.596","13.603","13.612","13.213","13.631","13.537","13.61","13.161","13.565","13.031","13.152","13.596","12.918","13.617","13.56","13.637","13.512","13.605","13.53","13.515","13.581","13.645","13.502","13.594","13.594","13.845","14.107","13.594","13.594","13.906","14.001","13.977","14.136"
"520",520,"515","3.147","437.8024","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2715.01","190715_Poo_QC-KM1906_F","437.8024:427481 438.80575:0 439.80911:156458","","3.147","3.267","3.088","3.219","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.037","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.147","3.47","3.105","3.172","3.135","3.147","3.147","3.025","3.172","3.093","3.259"
"521",521,"516","9.287","460.9924","Unknown","[M-H]-","ion correlated with 503; ion correlated with 445; ion correlated with 102; ion correlated with 418; ion correlated with 20; ion correlated with 364; adduct linked to 521_[M+Cl]-","0.52","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2326.51","190715_Smp_FK180310S77C1-25m_A","460.9924:267310 461.99575:202939 462.99911:437448","","9.939","9.287","9.287","8.888","9.27","9.285","9.303","9.279","9.287","9.329","9.282","9.283","9.283","9.74","9.083","8.987","9.229","9.293","9.294","9.288","9.276","9.241","9.276","9.31","9.353","9.342","9.296","9.223","9.279","9.321","9.33","9.197","9.325","9.31","9.298","9.275","9.291","9.218","9.267","9.305","9.287","9.287","9.287","9.287","9.287","9.287","9.287","9.287","9.287","9.287"
"522",522,"517","19.826","462.84961","Unknown","[M-H]-","","0.22","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3455.89","190715_Poo_TruePooFK180310_DDAneg50","462.85013:791440 463.85348:0 464.85684:0","67.06545:6785 71.38998:6462 74.99274:23351 87.72051:7346 106.40462:7503 123.47102:6693 127.7941:6810 140.96472:21045 153.34619:9006 171.21265:7924 173.91704:7723 188.93884:73820 206.94971:29476 219.03873:70143 246.92982:71506 265.28287:7496 282.60403:8142 294.90344:51133 301.75351:9332 306.89789:10183 312.91434:33758 318.42419:8325 346.39011:6748 350.43616:7697 352.89484:37090 368.87247:8499 378.87491:24866 398.70349:7588 400.8671:60539 432.88208:10679","19.872","19.826","19.697","19.826","19.841","19.808","19.979","19.782","19.782","20.165","19.81","19.81","19.842","19.932","19.826","19.527","19.826","20.014","19.775","19.963","19.701","19.699","19.939","19.859","19.932","19.788","19.82","19.911","20.017","19.694","19.795","20.326","19.897","19.826","20.226","19.826","19.869","19.78","19.812","19.826","19.95","19.693","19.347","19.674","19.826","20.079","19.91","19.555","19.826","20.294"
"523",523,"518","9.293","462.98944","Unknown","[M-H]-","ion correlated with 446; ion correlated with 420; ion correlated with 482; ion correlated with 59; ion correlated with 480; ion correlated with 448","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4007.91","190715_Smp_FK180310S64C1-25m_A","462.98944:429343 463.99279:235824 464.99615:274653","","9.987","9.665","8.917","8.903","9.266","9.285","9.303","9.249","9.287","9.314","9.289","9.294","9.293","9.725","9.068","8.987","9.164","9.308","9.202","9.288","9.339","9.287","9.291","9.31","9.337","9.311","9.311","9.223","9.233","9.321","9.315","9.197","9.232","9.295","9.268","9.245","9.322","9.233","9.267","9.182","9.293","9.293","9.438","9.293","9.293","9.293","9.293","9.293","9.293","9.293"
"524",524,"519","9.293","488.49182","Unknown","[M-H]-","ion correlated with 513; ion correlated with 479; ion correlated with 544; ion correlated with 543; ion correlated with 546; ion correlated with 493","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1452.11","190715_Smp_FK180310S77C1-25m_A","488.49182:144616 489.49517:167046 490.49853:176678","","9.787","9.293","9.293","8.903","9.27","9.281","9.277","9.294","9.302","9.329","9.289","9.299","9.302","9.74","9.293","9.002","9.181","9.293","9.31","9.334","9.355","9.241","9.276","9.325","9.353","9.296","9.311","9.176","9.264","9.352","9.315","9.197","9.294","9.295","9.314","9.275","9.37","9.313","9.282","9.351","9.293","9.289","9.881","9.293","9.293","8.911","9.293","9.884","9.696","9.293"
"525",525,"520","9.284","489.49142","Unknown","[M-H]-","ion correlated with 547; ion correlated with 544; ion correlated with 445; ion correlated with 102; ion correlated with 493; ion correlated with 530; ion correlated with 548","0.5","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1740.76","190715_Poo_TruePooFK180310_DDAneg35","489.49142:217426 490.49477:250362 491.49813:238169","","9.769","9.284","9.284","8.994","9.248","9.311","9.303","9.264","9.318","9.268","9.289","9.278","9.302","9.618","9.022","9.079","9.181","9.324","9.156","9.288","9.339","9.241","9.306","9.325","9.353","9.296","9.326","9.223","9.264","9.336","9.33","9.197","9.294","9.31","9.298","9.245","9.322","9.233","9.251","9.243","8.881","9.877","9.284","9.284","9.284","9.284","9.284","9.284","9.284","9.284"
"526",526,"521","9.288","496.99435","Unknown","[M+Cl]-","adduct linked to 516_[M-H]-","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1023.52","190715_Smp_FK180310S77C1-25m_A","496.99435:91020 497.9977:30306 499.00106:230484","","9.787","9.288","9.288","8.827","9.279","9.29","9.277","9.249","9.302","9.314","9.282","9.283","9.293","9.288","9.288","9.079","9.197","9.339","9.371","9.288","9.292","9.226","9.306","9.31","9.322","9.311","9.326","9.284","9.295","9.306","9.315","9.274","9.263","9.28","9.298","9.199","9.291","9.264","9.267","9.213","9.288","9.288","9.288","9.288","9.288","9.288","9.288","9.288","9.288","9.288"
"527",527,"522","9.306","497.65866","Unknown","[M-H]-","ion correlated with 565; ion correlated with 562","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1522.93","190715_Smp_FK180310S77C1-25m_A","497.65866:137457 498.66201:37462 499.66537:156239","","9.939","9.306","9.306","9.306","9.323","9.337","9.328","9.249","9.287","9.253","9.314","9.299","9.293","9.663","9.083","9.079","9.214","9.339","9.279","9.288","9.292","9.333","9.321","9.31","9.322","9.342","9.341","9.345","9.295","9.275","9.33","9.29","9.294","9.28","9.314","9.26","9.37","9.264","9.282","9.197","9.306","9.306","9.306","9.858","9.306","9.306","9.306","9.306","9.306","9.306"
"528",528,"523","9.284","498.32504","Unknown","[M-H]-","ion correlated with 524; ion correlated with 566","0.5","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1838.11","190715_Smp_FK180310S77C1-25m_A","498.32504:195802 499.32839:23707 500.33175:192170","","9.863","9.284","9.284","9.284","9.275","9.307","9.267","9.264","9.272","9.329","9.295","9.288","9.302","9.71","9.053","9.307","9.181","9.339","9.217","9.334","9.276","9.272","9.306","9.31","9.322","9.311","9.341","9.207","9.31","9.29","9.315","9.182","9.278","9.264","9.314","9.214","9.337","9.218","9.313","9.274","9.284","9.284","9.284","9.284","8.465","9.284","9.284","9.284","9.284","9.284"
"529",529,"524","9.292","498.99149","Unknown","[M-H]-","ion correlated with 525; ion correlated with 523; ion correlated with 566","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2163.28","190715_Smp_FK180310S77C1-25m_A","498.99149:217545 499.99484:0 500.9982:103340","","9.908","9.292","10.223","8.903","9.302","9.298","9.272","9.264","9.302","9.329","9.295","9.304","9.293","9.804","9.292","9.155","9.32","9.324","9.232","9.303","9.276","9.272","9.352","9.278","9.353","9.327","9.326","9.33","9.31","9.29","9.315","9.274","9.278","9.28","9.314","9.214","9.291","9.264","9.298","9.167","9.292","9.292","9.292","9.292","9.292","9.292","9.292","9.292","9.292","9.292"
"530",530,"525","9.283","499.65591","Unknown","[M-H]-","ion correlated with 524; ion correlated with 566","0.5","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1779.09","190715_Smp_FK180310S77C1-25m_A","499.65591:169986 500.65926:23024 501.66262:22918","","9.787","8.908","9.283","8.949","9.279","9.242","9.29","9.249","9.302","9.314","9.292","9.294","9.293","9.74","9.022","9.017","9.336","9.293","9.202","9.288","9.308","9.348","9.291","9.278","9.322","9.311","9.311","9.33","9.31","9.275","9.33","9.182","9.263","9.341","9.25","9.245","9.23","9.248","9.282","9.243","9.283","9.283","9.283","9.283","9.283","9.283","9.283","9.283","9.283","9.283"
"531",531,"526","13.162","505.85608","Unknown","[M-H]-","","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8221.29","190715_Smp_FK180310S77C1-25m_A","505.85608:1487066 506.85943:0 507.86279:294216","","13.838","13.162","13.269","13.312","13.141","13.164","13.195","12.971","13.137","13.11","13.156","13.143","13.194","13.769","13.317","13.243","13.25","13.171","13.035","13.253","13.12","13.154","13.153","13.223","13.223","13.197","13.167","13.211","13.064","13.144","13.161","13.126","13.064","13.162","13.185","12.996","13.212","13.142","13.071","13.213","13.692","13.148","13.162","13.22","13.162","13.162","13.162","12.979","13.887","13.162"
"532",532,"527","13.346","510.79904","Unknown","[M-H]-","","0.74","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4445.24","190715_Poo_TruePooFK180310_DDAneg35","510.79883:824658 511.80218:0 512.80554:218092","50.73049:6221 57.26257:6560 58.35469:6497 64.30557:6581 73.24896:7744 74.02812:6729 77.52072:6531 79.37157:6687 94.02924:6707 96.80462:7652 106.22537:7263 108.73839:7353 119.25964:8798 127.92287:7163 170.83046:6952 178.80814:7777 210.80772:7470 216.89648:63245 218.72624:26521 218.73961:46344 225.43468:7708 234.90715:25441 236.29922:7755 296.85458:12489 300.97775:7806 301.75522:10995 314.86496:111455 383.99237:9138 446.45264:7356 493.54163:7281","13.943","14.226","13.284","13.357","13.163","13.081","13.326","13.165","13.167","13.125","13.001","13.34","13.315","13.847","13.257","13.288","13.265","13.171","13.388","13.3","13.32","13.154","13.124","13.364","13.223","13.334","13.289","13.226","13.079","13.174","13.176","13.078","13.079","13.162","13.2","13.071","13.289","13.293","13.116","13.228","13.346","13.346","13.905","14.077","13.418","13.346","13.891","13.986","13.902","14.211"
"533",533,"528","13.27","512.79706","Unknown","[M-H]-","adduct linked to 539_[M+Cl]-","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4306.43","190715_Smp_FK180310S77C1-25m_A","512.79706:462610 513.80041:0 514.80377:0","","14.018","13.27","13.314","13.327","13.266","13.255","13.27","13.255","13.259","13.11","13.277","13.28","13.194","13.27","13.197","13.318","13.235","13.245","13.157","13.223","13.165","13.291","13.337","13.27","13.237","13.334","13.229","13.256","13.097","13.311","13.283","13.326","13.204","13.236","13.318","12.996","13.304","13.338","13.071","13.273","13.631","13.27","13.27","13.27","13.27","13.27","13.27","13.27","13.27","13.27"
"534",534,"529","9.281","513.99542","Unknown","[M-H]-","ion correlated with 538","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1166.2","190715_Smp_FK180310S64C1-DCM_B","513.99542:91848 514.99877:70586 516.00213:229796","","9.972","9.361","9.281","8.888","9.275","9.277","9.277","9.249","9.318","9.344","9.282","9.31","9.302","9.281","9.237","8.956","9.164","9.357","9.294","9.288","9.323","9.318","9.276","9.325","9.322","9.281","9.326","9.207","9.279","9.275","9.315","9.29","9.278","9.295","9.344","9.245","9.291","9.279","9.282","9.32","9.281","9.281","9.281","9.069","9.281","9.281","9.281","9.281","9.281","9.281"
"535",535,"530","9.305","515.99219","Unknown","[M-H]-","ion correlated with 544; ion correlated with 520; ion correlated with 516; ion correlated with 445; ion correlated with 102; ion correlated with 548; ion correlated with 501","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2151.58","190715_Smp_FK180310S77C1-25m_A","515.99219:224011 516.99554:148196 517.9989:177893","","9.923","9.305","9.305","8.858","9.335","9.294","9.32","9.249","9.302","9.314","9.317","9.299","9.293","9.694","9.083","9.063","9.149","9.308","9.202","9.272","9.308","9.241","9.306","9.31","9.322","9.311","9.341","9.376","9.279","9.336","9.33","9.213","9.278","9.31","9.298","9.291","9.276","9.233","9.282","9.182","9.305","9.305","9.305","9.305","9.305","9.305","9.305","8.486","9.305","9.305"
"536",536,"531","19.733","524.83081","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2897.87","190715_Smp_FK180310S64C1-25m_C","524.83081:1053628 525.83416:203394 526.83752:996646","","19.767","20.044","19.528","19.55","19.817","19.738","19.701","19.613","20.146","19.685","19.833","19.764","19.692","19.733","20.194","20.061","19.624","19.968","19.306","19.841","19.565","19.439","19.894","19.695","19.932","19.773","19.685","19.527","19.836","19.469","19.795","19.686","19.773","19.885","20.033","20.068","19.884","19.645","19.827","19.733","19.733","19.375","19.884","19.524","19.887","19.837","20.001","19.736","19.529","19.733"
"537",537,"532","13.171","526.77747","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4082.87","190715_Smp_FK180310S80C1-DCM_B","526.77747:412013 527.78082:0 528.78418:0","","13.171","13.171","13.269","13.192","13.179","13.154","13.165","13.061","13.108","13.095","13.177","13.199","13.147","13.171","13.182","13.229","13.146","13.171","13.157","13.147","13.213","13.14","13.307","13.101","13.237","13.105","13.091","13.137","13.064","13.115","13.191","13.171","13.171","13.162","13.167","13.171","13.227","13.112","13.146","13.093","13.171","13.171","13.171","13.171","13.171","13.171","13.171","13.171","13.171","13.171"
"538",538,"533","13.316","527.82623","Unknown","[M-H]-","","0.52","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2912.81","190715_Smp_FK180310S64C1-DCM_B","527.82623:637253 528.82958:0 529.83294:341671","","13.958","14.226","13.269","13.282","13.303","13.318","13.326","12.971","13.167","13.303","13.306","13.325","13.296","13.174","13.242","13.243","13.206","13.141","13.157","13.348","13.275","13.154","13.109","13.131","13.237","13.304","13.214","13.316","13.339","13.174","13.328","13.281","13.36","13.177","13.304","13.071","13.212","13.08","13.101","13.153","13.6","13.254","13.071","14.107","13.327","12.904","13.906","13.159","13.947","13.73"
"539",539,"534","13.343","532.76886","Unknown","[M-H]-","","0.84","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17847.23","190715_Smp_FK180310S62C1-25m_A","532.76886:2256660 533.77221:789422 534.77557:1369431","","13.943","14.226","13.269","13.282","13.343","13.09","13.045","13.061","13.152","13.154","13.021","13.031","13.072","13.829","13.242","13.229","13.235","13.171","13.157","13.193","13.32","13.187","13.124","13.455","13.237","13.289","13.274","13.287","13.097","13.07","13.268","13.096","13.343","13.147","13.185","13.011","13.256","13.112","13.16","13.153","13.343","13.343","13.92","14.077","13.343","13.343","13.921","14.031","13.932","14.181"
"540",540,"535","13.449","533.7699","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3963.4","190715_Smp_FK180310S77C1-25m_C","533.7699:578979 534.77325:930517 535.77661:0","","13.988","13.449","13.299","13.312","13.121","13.439","13.459","13.496","13.078","13.438","13.444","13.442","13.455","13.954","13.287","13.483","13.477","13.263","13.388","13.378","13.724","13.14","13.444","13.449","13.513","13.519","13.318","13.421","13.476","13.174","13.221","13.435","13.514","13.36","13.545","13.467","13.44","13.505","13.509","13.487","13.449","13.449","13.449","13.449","13.449","13.449","13.891","13.449","13.449","14.211"
"541",541,"536","13.419","534.76538","Unknown","[M-H]-","","0.62","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10144.95","190715_Smp_FK180310S62C1-25m_A","534.76538:1273615 535.76873:0 536.77209:355577","","13.958","14.226","13.284","13.312","13.411","13.42","13.416","13.496","13.167","13.14","13.417","13.016","13.446","13.877","13.212","13.214","13.22","13.171","13.388","13.486","13.383","13.11","13.168","12.964","13.237","13.472","13.259","13.391","13.05","13.085","13.176","13.342","13.327","13.192","13.152","13.437","13.242","13.112","13.175","13.168","13.419","13.419","13.89","14.047","13.419","13.419","13.951","14.016","13.947","14.211"
"542",542,"537","9.319","542.49512","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","923.13","190715_Smp_FK180310S62C1-25m_B","542.49512:97920 543.49847:92262 544.50183:109115","","9.769","9.319","9.319","9.319","9.327","9.32","9.315","9.233","9.348","9.329","9.314","9.315","9.293","9.865","9.099","9.155","9.386","9.324","9.31","9.349","9.323","9.333","9.291","9.294","9.353","9.342","9.25","9.207","9.401","9.367","9.315","9.305","9.278","9.31","9.314","9.275","9.291","9.328","9.236","9.243","9.407","9.304","9.821","9.319","9.319","9.319","9.319","9.319","9.319","9.93"
"543",543,"538","9.283","543.49323","Unknown","[M-H]-","ion correlated with 529","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1074.64","190715_Smp_FK180310S77C1-25m_A","543.49323:104688 544.49658:94546 545.49994:36329","","9.987","9.283","9.452","8.949","9.266","9.29","9.267","9.218","9.272","9.344","9.298","9.283","9.293","9.71","9.114","9.109","9.214","9.339","9.279","9.318","9.292","9.256","9.276","9.325","9.23","9.265","9.341","9.207","9.279","9.352","9.33","9.305","9.263","9.295","9.25","9.291","9.291","9.313","9.251","9.213","9.283","9.304","9.283","9.283","9.283","9.283","9.283","9.283","9.283","9.283"
