841	9.291	418.55365	Unknown	[M+H]+	ion correlated with 877	0.66	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3819.88	190715_Smp_FK180310S64C1-DCM_B	418.55365:433742 419.557:406157 420.56036:264590		1436829	835735	2172186	4141226	1343434	1099088	699691	2229126	5362900	9875372	532004	1053392	661568	3069455	2543748	7086923	2534759	6574524	2793343	7059690	5826988	3583743	6843267	7177166	3485373	5160163	5975412	6951710	6418266	4582963	4972718	3583402	4758720	6110004	4707186	2809388	3095726	7410529	9703143	2233654	23338	0	562788	20267	12952	0	453414	305636	524648	226162	3412474.41658203	2765304.30864246
842	9.324	420.55063	Unknown	[M+H]+	ion correlated with 913	0.24	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2556.72	190715_Poo_TruePooFK180310_DDApos50	420.55063:293052 421.55398:154816 422.55734:60434		3546576	31106	1691186	128925	803108	432372	1764204	1558267	5011280	5144692	317021	380489	750688	2972969	491481	2898605	559710	2604434	3114786	5928508	2871148	2741589	5485541	2866320	2476886	3147808	4160272	5406490	4197758	2799301	4151612	3998795	2430701	3774115	5254436	3893654	1794462	5134492	3040376	1415266	0	0	140014	199866	0	0	399946	38879	445284	150679	2250921.960625	1861745.83743211
843	13.159	420.90115	Unknown	[M+H]+		0.48	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6653.08	190715_Smp_FK180310S62C1-25m_A	420.90115:969217 421.9045:347870 422.90786:423022		0	0	5560801	6449639	2577228	1204861	898783	8342904	14867605	7020635	1879934	1519925	3845236	0	4936032	8915123	10087992	7624992	3020018	4515330	399974	4943296	3737767	679962	8372170	2249747	7214043	1152812	12479620	8325126	7065064	1753498	1486206	9950445	10173538	3088292	5530758	8008068	6556538	10094100	0	0	0	0	0	0	0	0	0	0	4130561.2175	3993936.65612289
844	13.665	420.90128	Unknown	[M+H]+		0.44	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11681.99	190715_Poo_QC-KM1906_D	420.90128:1531321 421.90463:495298 422.90799:642478		11371493	20287244	8953836	11905209	1600832	1022423	743672	12409398	10613410	12964325	1624686	2241554	4900738	5294288	9747149	8464210	17021416	11279981	1178625	4515330	548383	7963802	4466244	295696	18536808	4781662	12369425	3899261	5828900	4193620	12524102	463778	1326157	7099558	8599061	4275657	9283067	4874508	4349869	9043504	0	0	5186786	28936250	0	0	3816249	27821858	6932253	29396602	7699057.61125	7354214.29768587
845	13.518	422.89813	Unknown	[M+CH3OH+H]+	adduct linked to 832_[M+NH4]+	0.36	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4855.98	190715_Std_4uMStdsMix1InMatrix_2	422.89813:619573 423.90148:126018 424.90484:116857		2402192	16907440	3569295	3916384	585054	510403	472030	4014010	2383947	4845753	338422	246721	355617	2204910	3176516	3458510	3464005	1523962	740521	345528	177487	2818381	1069868	126494	1955631	998867	1881723	1117987	2805187	4944939	3559676	723367	335854	2011276	4155308	2080145	3985270	3365770	1635240	4747704	0	0	2100386	11495056	0	0	2883774	10771124	3009568	11637370	2837093.44203125	3360547.35375684
846	5.292	429.00513	Unknown	[M+H]+		0.6	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	284.18	190715_Poo_TruePooFK180310_Full3	429.00513:216498 430.00848:23312 431.01184:85454		0	1095884	589328	2254146	599508	236854	530889	1825962	3758248	5171578	193726	215765	1746403	3056123	2241670	1441193	710096	1392280	3334836	973090	3056348	2310841	2248654	2195864	2735295	281059	1238455	918906	2629420	340165	491030	390047	1134372	1116240	1142945	915346	4273240	1019225	1818685	2357525	801157	2544512	2871393	104480	0	18662	237730	161614	22835	646273	1427798.00609375	1231587.46761215
847	3.838	433.09467	Unknown	[M+Na]+	adduct linked to 858_[M+K]+	0.74	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2768.25	190715_Poo_TruePooFK180310_DDApos35	433.09467:368949 434.09802:0 435.10138:0		960844	102889	1280747	1131154	1612365	2865152	2489619	1643405	1934346	3173955	733367	1893636	1377553	44592	1324122	1369638	2365030	2576224	863855	2143249	3464931	2204530	2835814	931067	1434689	1102691	2103614	1665156	4858260	2118610	1607297	1919086	1034460	2592548	3138867	1231221	1844697	4823158	4742438	5022670	0	0	18648	54643	0	0	297142	52546	13734	362347	1667212.13523438	1355211.94326099
848	9.287	442.05981	Unknown	[M+NH4]+	adduct linked to 855_[M+Na]+	0.76	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5496.62	190715_Poo_TruePooFK180310_Full3	442.05981:713773 443.06316:102266 444.06652:1971983		11532547	5895076	10565895	8058286	1907234	1319845	1008276	5621616	5911954	14849173	957174	1535699	2143667	15083280	8055032	11182778	9994207	12445670	7020190	8655991	8370199	4050456	12706433	15241728	8120258	9250135	10867793	15496647	5215818	2761242	10524451	13521064	10649938	12209918	5404787	8735647	11674884	8293545	5955502	13794493	0	16189	3483707	2187836	0	0	3696183	2777300	3787236	2352653	7097792.67472656	4734993.07500756
849	3.084	442.86914	Unknown	[M+H]+	ion correlated with 852; ion correlated with 439	0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	60.93	190715_Poo_QC-KM1906_F	442.86914:909036 443.87249:46018 444.87585:855727		135706	23245888	16279438	19506406	6442	23710	40560	1017158	384542	133515	15902	52766	59752	1066171	204139	1167600	163793	106542	209498	5647632	63675	528578	520191	473136	162684	177625	673154	1075164	300618	10779	261048	250087	359249	290419	164740	231948	170034	343975	220348	328807	368703	3492996	5721110	5443074	65048	446441	18316520	14533762	6109120	7189579	2755195.42764648	5635135.6506875
850	9.02	444.05685	Unknown	[M+H]+		0.3	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18437.04	190715_Smp_FK180310S80C1-DCM_B	444.05685:1733426 445.0602:326635 446.06356:2054810		30356080	16157149	29518842	21380894	4542304	2215601	1957305	38233336	29478638	11439132	1731980	2978051	6914499	18657358	24183252	66172188	19540402	21223082	8191982	42112364	23195292	6736035	30069698	11120576	23112764	22627194	82574392	24474024	8060540	25852472	13893637	22820642	53618020	12088448	10566623	36142752	24556060	12372044	52755576	39477424	0	0	15081	6558660	0	0	9854287	33380	10253236	6273316	19321732.2369336	17913118.0669776
851	9.357	444.05692	Unknown	[M+H]+	ion correlated with 764	0.74	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16032.7	190715_Poo_TruePooFK180310_DDApos35	444.05688:1673496 445.06023:393597 446.06359:1971527	50.4159:6548 54.0832:7000 67.1868:6649 72.89373:7270 88.06429:16310 92.72617:6395 92.86821:6602 92.87189:6458 128.46269:7616 137.64444:6860 148.48306:6544 154.95135:6453 177.04346:20840 179.04056:7216 186.70654:6491 200.52898:7154 213.61279:6452 215.27199:96629 215.28539:72400 260.81924:8082 269.45609:6728 270.14816:7447 273.98874:7142 301.72916:12778	31644966	16157148	28619000	21380896	3445226	7495856	3293481	16147123	37904656	58248740	4271688	4009216	10677742	22790732	24183254	64498888	19133138	35198084	31267536	18117246	12454988	24441840	36151500	21106186	12693849	32742974	82574392	42999304	11613463	10367149	17091272	21533294	27429768	35297336	13689897	27570568	9249156	45528212	30075124	17501126	0	0	9767881	6558660	0	0	9854286	7552155	10253236	6273316	20817110.955	17213999.0605674
852	3.093	444.86713	Unknown	[M+H]+	ion correlated with 849; ion correlated with 439	0.24	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	74.18	190715_Poo_QC-KM1906_F	444.86713:791663 445.87048:29240 446.87384:199235		147129	12346849	13504056	11402374	21976	7287	8712	441432	256769	138814	21769	54969	31669	895578	134379	964159	91031	157990	153982	4868062	11232	549143	568374	100545	343245	225564	188368	882292	562449	7610	59898	56872	202880	271442	362295	375080	69583	245986	299917	154723	352105	3580573	4681470	5297892	16409	207389	15601829	6378180	11084612	6476850	2097275.88307617	4002795.75588487
853	9.002	446.05344	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18995.46	190715_Smp_FK180310S80C1-25m_A	446.05344:2005558 447.05679:317680 448.06015:1168576		33298114	18330970	34482792	24860124	6561456	3043196	2397182	18266938	33304516	31931328	2362094	5539396	8146561	48100228	50404144	44566060	33251858	55831992	9685837	61090288	20641370	20851610	11539462	12913508	34903872	89095552	52153836	21332552	50407288	30108132	29289430	47107060	98397280	14049104	15530667	43253744	29571582	13193754	63453788	45862060	0	0	11331324	7381486	0	0	11326688	8801219	11955964	7481180	26547771.725	22722254.3847912
854	9.346	446.05368	Unknown	[M+H]+		0.78	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21898.08	190715_Smp_FK180310S64C1-DCM_B	446.05368:2374149 447.05703:310712 448.06039:1474210		20802030	18330968	34482792	24860124	1909445	9338936	3493184	19211434	43101296	80335264	8336527	4123235	18668524	48100228	50404144	44566060	32445602	41762340	37229308	75744480	30461222	43722900	37177252	17569618	34903868	89095552	47328872	50251176	19487616	12141333	15748789	20513708	98397272	39017788	48170256	40104248	31440680	30446560	20091548	19109804	0	0	11331324	7381486	0	0	11326688	8801219	11955964	7481181	28414076.9	23141035.7165922
855	9.285	447.05203	Unknown	[M+Na]+	adduct linked to 848_[M+NH4]+	0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4239.52	190715_Smp_FK180310S64C1-DCM_B	447.05203:363109 448.05538:1348392 449.05874:111433		5256559	41418	2184536	224499	519852	626326	591311	2691756	3458396	6813500	867865	1473122	638465	2748918	3373355	861454	5478698	3006899	4670738	7044071	3882091	3134698	6117866	6303280	6273922	6489734	8186178	3717175	5323411	5138910	6263192	2074901	5334656	2973129	3269209	4275179	939646	2935109	2029911	2916404	33009	0	255255	97962	0	0	82143	54494	781752	11726	2829333.61382812	2407777.9075285
856	9.299	448.05106	Unknown	[M+H]+		0.8	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15345	190715_Poo_TruePooFK180310_Full3	448.05106:1431887 449.05441:99406 450.05777:516208		22080700	11561711	21269560	14977414	3736572	2953439	2329697	11784180	28105506	31992366	2374220	3192296	10615803	29919082	18269262	47333784	40992592	25155108	22659224	26110112	16423269	35246716	11838039	29686328	25747088	33438350	40523256	34008744	21404792	14582852	14285897	11235799	23811154	25377242	37538468	29111198	6604288	34640276	32061250	20432890	13128	20750	7153257	3188593	0	0	7084060	5427840	7609690	4476980	18207696.4862305	13013741.0697516
857	13.36	448.89948	Unknown	[M+H]+	adduct linked to 864_[M+NH4]+	0.8	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6731.72	190715_Smp_FK180310S64C1-25m_C	448.89948:627049 449.90283:110492 450.90619:155931		13482872	7799824	5888234	4913868	805750	912701	1203546	5406048	9764105	2616915	1158026	663305	2260756	7242104	7710718	6327319	9958672	5439220	3867095	5956653	2277030	2380787	4866102	3267009	8133996	3216679	11030888	4835391	7170208	6340989	13395069	2151475	5512740	9113564	8633271	4940084	14044002	16941214	6520078	12719107	10857	0	3622836	3914886	9288	0	3490840	3883188	4116843	3726794	5472858.91080078	4056034.59606755
858	3.902	449.08914	Unknown	[M+K]+	adduct linked to 847_[M+Na]+	0.72	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1854.65	190715_Blk_KM1906U14-Blk_C	449.08914:225400 450.09249:32872 451.09585:0		4376534	1292148	113725	379632	12309	259788	112748	1108104	328200	701357	69568	170507	376331	2502230	86659	778630	1873275	2739146	1278189	1672054	2147460	2203109	2761387	775923	926021	1038465	2111163	2116603	1570696	86228	765418	2029515	1162262	3203044	1401301	2539188	2175317	1193372	2112348	1046954	0	0	464860	91189	0	10923	716821	839182	558706	622434	1138020.48474609	1012663.76282973
859	13.436	450.89548	Unknown	[M+H]+		0.6	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1897.77	190715_Smp_FK180310S77C1-25m_C	450.89548:187924 451.89883:0 452.90219:0		3023052	1500620	1666797	1130220	119561	214567	137655	791435	3001641	1417818	114460	309510	173668	1574415	2165956	222549	2850777	526719	1696930	2270660	332430	1268935	616661	740827	3292754	873391	3415242	1532131	675579	1719140	2494430	690548	796703	1377794	1592142	1261371	4099171	1516779	329324	2054108	0	0	971231	1164688	0	0	471037	1159176	1119076	1021792	1229909.4396875	1009810.70569632
860	13.27	460.98294	Unknown	[M+H]+	ion correlated with 562; adduct linked to 870_[M+NH4]+	0.72	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3670.94	190715_Smp_FK180310S77C1-25m_A	460.98294:398770 461.98629:0 462.98965:23274		1822455	317581	766848	1672307	480929	315742	802356	3948490	3206645	6699171	298189	699973	981713	1543256	1361224	3232862	1060978	4123774	3390576	3589714	7010757	5208772	3520745	2663910	1512938	1799109	7841714	4997042	8656553	3093749	1978345	3397950	4269006	6159466	4956165	3546580	3420000	4317138	5697712	1900847	0	0	9413	121498	0	13762	294474	86525	282894	148660	2544410.21134766	2308953.53313787
861	13.55	461.92746	Unknown	[M+H]+	adduct linked to 873_[M+Na]+	0.22	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2268.38	190715_Std_4uMStdsMix2InMatrix_2	461.92746:197668 462.93081:59547 463.93417:76795		677268	2567939	1522838	1466396	356653	306849	132880	216927	356376	2203722	275905	437867	620921	866090	1070941	1873418	2384261	926567	100180	79295	34200	1112084	659457	23448	1533980	61082	1848754	471427	2181622	1513417	1541445	74306	49045	913311	3159163	328908	1292658	295119	577467	1788541	9413	11633	332718	3454071	0	0	514966	3340469	12961	1511204	941803.272675781	948988.742412101
862	5.305	463.04654	Unknown	[M+H]+	ion correlated with 874	0.3	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2385.93	190715_Smp_FK180310S62C1-25m_C	463.04654:530204 464.04989:0 465.05325:194764		0	0	0	0	220276	138622	133296	2192350	1791146	2331424	54216	124847	1024295	885498	576373	838791	27371	97460	9964000	11176	2874221	332835	776847	1088518	5925851	0	211886	26853	798105	98771	8986	14756	39512	56451	12203	20280	1173167	16511	57131	108166	0	49559	32893	365765	0	0	0	0	0	0	690008.150488281	1686756.13381642
863	13.452	464.87604	Unknown	[M+H]+	adduct linked to 871_[M+NH4]+; adduct linked to 878_[M+CH3OH+H]+	0.42	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	930.91	190715_Smp_FK180310S77C1-25m_A	464.87604:128211 465.87939:0 466.88275:25971		522343	555547	223450	964603	104971	97108	105064	538636	1333006	1436808	85756	91391	72580	527625	817232	810677	1164304	1343367	75094	548518	342705	1474031	704241	351224	694593	520236	1106750	1496199	1961521	384492	1031219	251700	845391	1927590	1828810	233528	1524347	113735	1383482	236147	0	0	434375	211154	0	0	457775	232603	375917	142632	633689.5615625	567494.993453884
864	13.331	465.92569	Unknown	[M+NH4]+	adduct linked to 857_[M+H]+	0.92	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	123891.48	190715_Poo_TruePooFK180310_DDApos20	465.92615:7420217 466.9295:1202179 467.93286:2163293	63.983:6367 64.77158:6232 67.52386:6346 79.93132:6882 81.52531:7486 89.90614:6601 93.85491:7045 102.89088:8161 123.38851:7885 126.24139:8438 142.91609:6806 145.29721:7425 151.42754:8108 154.80974:6607 227.47003:10693 252.96468:596979 253.9491:42516 270.97522:316014 271.95914:25516 276.96265:11664 293.99081:15279 294.97354:7870 350.93246:80629 351.9166:13850 354.43604:7371 368.94321:69760 401.6376:6933	200976176	116058144	95625456	107938520	42594440	10229687	16259903	256544736	256279280	273897920	26008996	48957108	43289912	123093904	122741256	148576448	216407872	110411976	113047200	133563072	48271136	148084160	91407184	52704768	264820656	63994764	141942816	110282568	325579520	235490544	275778944	119392072	122128904	252176272	193566144	85736344	243609408	293585248	219121440	211868000	9227	10542	52907652	61383652	0	0	52382300	62500356	62414456	61394472	126300911.109023	91359591.0758143
865	13.291	469.9176	Unknown	[M+H]+		0.66	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3885.76	190715_Smp_FK180310S77C1-25m_A	469.9176:376127 470.92095:35111 471.92431:34928		6608326	4296456	3250114	3750607	834068	1333134	783601	2564456	8685457	4789594	191436	1429987	1592843	4154407	4174409	4966070	7251820	4950402	4046882	4486354	1625068	5112222	3683816	1815273	4674286	3310436	3478304	3539509	11104964	7448900	9108520	4064350	2808608	3917986	6527122	6182628	8150110	3637890	5796516	4045304	0	0	1694091	2450704	11862	11497	1675567	2525013	2000504	2675480	3744339.07220703	2538028.58060557
866	13.499	470.88177	Unknown	[M+H]+		0.54	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3667.72	190715_Smp_FK180310S64C1-25m_C	470.88177:1028455 471.88512:364749 472.88848:645407		1475357	4197669	3322132	3947522	788709	327794	701732	2940740	6354164	3264731	350625	798912	1326357	1976014	8594094	3992230	2006422	2992482	4209310	509360	641902	3383990	2206979	3596806	9541552	7036714	3802307	2941109	2010163	12281972	7074672	1312738	1745822	2320706	6270794	2103035	669409	4389817	1449746	4564514	9304	0	2611968	3496240	8770	12376	1105035	3655710	1525006	3402324	2984956.75361328	2600496.86251177
867	9.243	471.55649	Unknown	[M+H]+		0.22	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1515.85	190715_Smp_FK180310S64C1-DCM_B	471.55649:157684 472.55984:99002 473.5632:113122		23511	32635	312875	664410	217900	348461	430750	509762	509070	1587241	257264	319880	461969	7538	8035	1018325	660794	856840	611853	1492536	1056704	612457	1683725	1211072	373060	858052	1649612	2765360	1486128	500606	1329155	1039666	1054029	2410708	2141979	885501	1037772	862802	1106615	630908	0	0	27462	13458	0	0	12058	0	47604	11211	702787.083886719	677876.248904939
868	9.28	472.55521	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1721.23	190715_Smp_FK180310S62C1-25m_B	472.55521:156700 473.55856:96145 474.56192:52417		1551163	18003	19894	19682	176460	318122	253611	702198	996075	2721436	356409	460046	319563	420886	796774	1095105	1176268	2919256	606594	1156787	728410	1139937	889584	924188	1181467	1775167	2597070	1426845	832825	760562	1453909	1108770	1406384	1159575	931244	799629	540307	2315170	2276328	585826	0	0	23345	14027	0	0	60656	19088	11284	9557	821109.694960937	772982.340362149
869	13.538	473.95819	Unknown	[M+H]+		0.4	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	58.78	190715_Smp_FK180310S62C1-25m_B	473.95819:95866 474.96154:0 475.9649:0		222215	577600	343933	515394	19845	74225	44354	219972	144695	1323254	67107	140761	151540	184803	179398	810779	240153	1668570	97613	204267	389096	984846	314826	133769	132471	157308	940686	1644459	562961	373753	168702	1379394	388799	964621	1073884	535097	436896	467725	809812	216797	51690	0	24310	627820	13074	9513	9303	510651	53537	14522	412415.969960938	435834.433454702
870	13.322	478.00943	Unknown	[M+NH4]+	ion correlated with 909; adduct linked to 860_[M+H]+	0.92	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	40522.48	190715_Smp_FK180310S77C1-25m_A	478.00943:4737165 479.01278:212705 480.01614:829655		26147814	7106873	11944571	24711968	9780395	6812152	9925555	53818084	46308124	87886032	7813194	8158360	26262688	23915998	19881180	43552072	27971598	97990320	48933484	52809276	98723248	49183224	109774552	51266196	43322332	51162396	60782580	68693648	110730184	63369656	49499512	48831128	60714832	82606896	39414744	49420676	49221620	62865308	101963360	35569460	0	0	4574930	3023565	65600	0	4685220	3411899	4594613	2749936	39039021.0795313	32273732.1670423
871	13.336	481.90326	Unknown	[M+NH4]+	adduct linked to 863_[M+H]+	0.86	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11420.73	190715_Poo_TruePooFK180310_DDApos20	481.90384:838836 482.90719:30070 483.91055:164123	52.00349:6923 72.55524:6226 82.44571:6865 106.39735:7001 115.19801:6902 131.5423:7054 148.99043:6443 151.74371:6898 164.50536:6471 173.29436:6935 203.89511:7096 215.01212:11506 215.02434:194690 215.03613:14119 215.04419:11502 239.61984:7216 251.91518:10045 268.94186:127780 269.92615:174807 286.95245:54621 287.93665:81454 292.94128:10000 366.90973:37468 367.89334:21610 384.23419:11708 414.40552:8573 421.39948:12226	17956590	6053072	7097312	12883319	4731783	4270620	2933865	16263059	11558773	19573680	2471815	1074517	3339066	3759264	10230104	18011604	16342401	14064575	9642258	15623881	9363542	7811370	15294602	5178066	7863172	7501222	17652340	17274292	41058148	7139618	21912158	11237421	7607579	31261812	32504170	13658088	23948298	10373434	26569124	13635904	11438	14734	4466912	3054586	10989	12587	4694940	3173314	4596667	2992890	10995099.4880859	9089434.08600775
872	13.241	482.96518	Unknown	[M+H]+		0.44	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	929.53	190715_Smp_FK180310S64C1-DCM_C	482.96518:399268 483.96853:27649 484.97189:71638		218979	0	864693	1140310	196919	88138	248713	950312	5094930	2412345	183136	420320	305892	1113176	3485941	2215084	998926	1691337	2207210	1354396	2977812	1756299	662025	2582644	2802499	2396074	2966151	3562368	1199950	1911936	2182022	2028248	1717136	560804	2921248	1136528	1369545	1394680	1553243	1557644	0	0	286819	0	0	0	225781	0	127494	0	1301394.1184375	1189938.18112704
873	13.38	483.89859	Unknown	[M+Na]+	adduct linked to 861_[M+H]+	0.64	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2140.7	190715_Smp_FK180310S77C1-25m_A	483.89859:249803 484.90194:0 485.9053:75658		3051309	12653	1203667	2278581	137138	170305	195602	1796065	1473666	4774597	119719	354614	478816	963843	1639280	1746989	2954410	2854433	344892	2610366	920156	1944294	2394222	1777743	2162676	707072	2363413	3029370	3529258	955519	2238528	741213	931615	4100578	2255250	212643	2368861	1296719	4094628	1491261	10225	0	706311	524987	0	0	809899	785469	957179	778687	1464974.47017578	1219121.71199765
874	5.286	490.0574	Unknown	[M+H]+	ion correlated with 862	0.36	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2352.83	190715_Smp_FK180310S64C1-25m_C	490.0574:670242 491.06075:88836 492.06411:266201		0	0	0	0	155737	500538	527065	2423410	1897713	2854085	96797	158868	1145248	770417	624172	858513	31862	111909	14185916	29169	5736440	523028	1133024	1121721	9346960	0	409437	13050	1290653	83348	37982	12336	30560	15013	96488	155591	1855785	10024	20139	175112	13501	248483	21645	306394	0	0	0	0	0	0	980562.629082031	2486759.21651224
875	5.204	492.05539	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2575.94	190715_Smp_FK180310S62C1-25m_C	492.05539:447890 493.05874:0 494.0621:0		0	0	0	0	210827	124008	168635	1029737	452394	1190308	34398	113394	193487	271268	186139	350280	0	12235	6384257	0	1184208	99854	347961	444987	3256656	0	88358	10955	497719	0	0	10902	0	34610	23993	11590	1464318	0	0	66191	0	8114	15975	45475	0	0	0	0	0	0	366664.661767578	1028523.39953364
876	13.358	494.8689	Unknown	[M+H]+	adduct linked to 884_[M+NH4]+	0.8	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14017.58	190715_Poo_QC-KM1906_D	494.8689:1504720 495.87225:526778 496.87561:722093		35775664	34504624	10794695	15265707	1442586	915631	2260839	19889618	21620836	20235802	1770271	2233217	3600254	17922304	11116337	17723478	40467136	10102252	9225867	7373934	1108648	6951484	12171729	1033605	12232550	4997000	9771676	5948284	16239213	13951001	28962932	3293906	2462602	18468124	14332059	8129112	34529280	19199632	16418291	33236900	0	0	12749347	20426450	0	0	9539152	20477350	16746785	20665030	12965663.865	10611868.4995431
877	9.32	495.06317	Unknown	[M+H]+	ion correlated with 841; ion correlated with 924; ion correlated with 822	0.66	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3454.11	190715_Poo_TruePooFK180310_Full3	495.06317:419401 496.06652:16961 497.06988:1260993		5305055	1645010	4238924	3663852	440407	931045	943863	2965490	4292796	8961303	401056	1211226	1689036	3759374	6723876	9935055	3003717	6959484	5464712	3663234	10945303	4867554	6067556	3339042	4615700	5838158	3964100	5340773	9590074	2412514	2215496	4190834	7683201	4349190	7981159	3938596	1897725	4775212	3086781	2244265	0	0	847752	452559	0	14319	1402326	631424	900495	635882	3608530.11330078	2849602.99947803
878	13.407	496.86575	Unknown	[M+CH3OH+H]+	adduct linked to 863_[M+H]+	0.68	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7264.93	190715_Poo_QC-KM1906_D	496.86575:701688 497.8691:158636 498.87246:123020		13376663	15579863	8267950	7007565	896913	922362	414819	5907735	11842175	2255009	248910	637413	778350	3301332	8441844	3826348	18172386	4441526	1994430	2511774	422695	2686532	4343532	176750	5711414	2807028	6301092	3527207	13222915	6699940	13644614	1329144	1957347	10812064	4738714	3784832	15490783	8538218	5335982	8135812	0	0	2668746	9299577	0	0	5729857	9208216	7733771	9518964	5493022.2615625	4789342.1699095
879	9.308	497.05975	Unknown	[M+H]+	ion correlated with 893	0.82	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10790.7	190715_Smp_FK180310S64C1-DCM_B	497.05975:1270981 498.0631:79499 499.06646:1706648		24161232	7009484	13064800	10890460	2959206	1795580	2475344	8779693	19560104	34224188	3464738	4063509	7884100	19157982	18083180	20471960	8927888	9522864	15745117	20858808	13194302	21778106	16684392	5691632	13582588	7832304	28442722	22919368	17984990	6807244	13693223	5430816	10332052	23520908	11049165	12683048	4817918	22259492	11295390	6776750	14798	38869	3976521	2762383	0	0	4296584	3217955	4424186	1918060	11010520.0558203	8334333.92289536
880	9.353	499.05695	Unknown	[M+CH3OH+H]+	adduct linked to 882_[M+K]+	0.76	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14073.69	190715_Smp_FK180310S64C1-DCM_B	499.05695:1630124 500.0603:106021 501.06366:1242968		30968012	4918674	16729839	14228044	2224382	4495398	4843742	11662963	25152488	42653920	1566406	5529208	10170252	14226859	26349526	33528870	17947558	27275806	20767158	14526153	18392148	37893312	22993612	15480448	8680704	24074766	73822200	32152866	23357576	8915864	9481791	16094060	15876958	14449337	21793914	27290626	6319540	30852036	35509556	7619574	0	0	5434309	3661002	0	0	5478724	4155507	5857871	3463723	16177345.585	14044738.0201431
881	9	499.05701	Unknown	[M+H]+		0.32	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14071.04	190715_Smp_FK180310S62C1-25m_B	499.05701:1289933 500.06036:79943 501.06372:953572		30968012	2664766	16773129	14228044	2454153	1770784	1932894	10453318	17726062	10224797	1407082	2985348	4933596	11395062	26361316	33528870	17184060	34532448	8456612	26261728	5181808	29152678	7994643	7409142	3271021	5703637	73822200	15307761	30666496	11578896	15204815	17689144	35054244	7075912	10244124	18678292	14917538	6503366	31075980	23728514	0	0	5434309	3661002	0	0	5478724	4155507	5857871	3463723	13491068.515	13648466.064163
