"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"506",506,"501","9.318","407.98987","Unknown","[M-H]-","ion correlated with 102; ion correlated with 493; ion correlated with 418; ion correlated with 530; ion correlated with 548","0.4","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1839.76","190715_Smp_FK180310S64C1-25m_A","407.98987:200102 408.99322:116676 409.99658:284372","","407.98843","407.98987","407.98987","407.98987","407.98987","407.98987","407.98987","407.98972","407.98972","407.98981","407.98987","407.98987","407.98987","407.98987","407.98987","407.98987","407.98987","407.98938","407.98987","407.98987","407.98987","407.98926","407.98987","407.98959","407.9892","407.98987","407.98944","407.98956","407.98923","407.98987","407.98981","407.98978","407.98987","407.98883","407.98898","407.98987","407.98874","407.98917","407.98929","407.98996","407.98987","407.98987","407.98987","407.98987","407.98987","407.98987","407.98987","407.98987","407.98987","407.98987"
"507",507,"502","19.883","409.86719","Unknown","[M-H]-","","0.2","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8781.92","190715_Poo_TruePooFK180310_DDAneg35","409.8674:818384 410.87075:164838 411.87411:0","63.4348:6342 64.01645:8192 68.685:6706 74.99262:46673 82.65644:6210 83.02821:6762 87.891:6796 116.61298:6182 116.76581:6142 135.51004:7741 140.96478:10167 188.93874:30020 206.94957:24182 218.71962:40221 218.73308:32032 246.92963:41910 263.46652:7826 294.90305:21547 298.60342:7928 312.91641:10176 328.9671:9795 352.89435:16077 378.8736:52949 400.86777:88107","409.86719","409.86719","409.86719","409.86719","409.86719","409.8674","409.86758","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86734","409.86719","409.86731","409.86722","409.86746","409.86719","409.86719","409.86734","409.86743","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86725","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719","409.86719"
"508",508,"503","9.281","409.98685","Unknown","[M-H]-","ion correlated with 516; ion correlated with 445; ion correlated with 418; ion correlated with 20; ion correlated with 364","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2444.77","190715_Poo_TruePooFK180310_DDAneg50","409.98685:292307 410.9902:98977 411.99356:124437","","409.98694","409.98685","409.98685","409.98672","409.98685","409.98685","409.98685","409.9866","409.98651","409.98669","409.98685","409.98685","409.987","409.98685","409.98685","409.98727","409.9866","409.98657","409.98685","409.98639","409.98584","409.98697","409.98584","409.98605","409.98721","409.98645","409.98645","409.98654","409.9866","409.98651","409.98694","409.98685","409.98685","409.98608","409.9859","409.98572","409.98639","409.98602","409.98645","409.98648","409.98685","409.98685","409.98685","409.98685","409.98685","409.98685","409.98685","409.98685","409.98685","409.98685"
"509",509,"504","13.469","412.83182","Unknown","[M-H]-","","0.64","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","23272.43","190715_Poo_TruePooFK180310_DDAneg20","412.83203:897717 413.83538:112168 414.83874:235558","50.28545:6803 57.915:6722 58.59623:6419 62.29917:6889 62.43835:6251 63.64831:6600 63.95:7417 67.14445:6191 70.20968:8907 77.27627:7041 78.99361:6466 81.02348:8086 86.4156:7422 99.29794:7732 104.43742:8430 128.06021:8816 160.73328:8895 174.41835:7467 218.73732:21627 218.7507:52224 244.07256:7218","412.83197","412.83194","412.83212","412.83215","412.83203","412.83182","412.83182","412.83182","412.832","412.83182","412.83182","412.83182","412.83215","412.832","412.83194","412.83212","412.83197","412.83206","412.83179","412.8317","412.83182","412.8317","412.83197","412.8317","412.83212","412.83237","412.83194","412.83209","412.83182","412.83139","412.83197","412.83182","412.83182","412.83182","412.83182","412.83182","412.83228","412.83182","412.83191","412.83182","412.83182","412.83182","412.8316","412.8317","412.83182","412.83182","412.83188","412.83173","412.83179","412.83185"
"510",510,"505","13.087","412.83197","Unknown","[M-H]-","","0.42","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","24020.66","190715_Poo_TruePooFK180310_DDAneg20","412.83203:3239470 413.83538:478713 414.83874:1174908","58.36782:7256 65.44916:6648 65.58548:7257 88.3419:8069 92.25871:7366 97.81792:6847 109.39101:6790 115.99363:8104 117.30415:6989 125.64928:6586 136.07666:7544 152.84506:7593 193.49968:6497 195.13857:6138 201.99126:8296 216.89761:11150 227.48999:8590 314.86453:171216 348.83939:7911","412.83197","412.83197","412.83197","412.83197","412.83203","412.83246","412.8324","412.83206","412.83215","412.83218","412.83179","412.83234","412.83221","412.83197","412.83197","412.83197","412.83197","412.83197","412.83203","412.83197","412.83194","412.83197","412.8316","412.83197","412.83197","412.83197","412.832","412.83197","412.83197","412.83197","412.83197","412.83191","412.83124","412.83179","412.83197","412.83188","412.83197","412.83188","412.83176","412.83203","412.83197","412.83197","412.83197","412.83197","412.83197","412.83197","412.83197","412.83197","412.83197","412.83197"
"511",511,"506","13.322","413.83301","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3608.4","190715_Smp_FK180310S80C1-25m_A","413.83301:534014 414.83636:966878 415.83972:0","","413.83249","413.83301","413.83301","413.8327","413.8331","413.83286","413.83301","413.83301","413.83313","413.83234","413.83301","413.83301","413.83301","413.83301","413.83337","413.83301","413.83215","413.83289","413.83301","413.83301","413.83301","413.83139","413.83301","413.83301","413.83289","413.83301","413.83301","413.83276","413.83289","413.83267","413.83301","413.83301","413.83301","413.83258","413.83301","413.83301","413.83301","413.83301","413.83301","413.83267","413.83301","413.83301","413.83301","413.83212","413.83301","413.83301","413.83301","413.83301","413.83249","413.83301"
"512",512,"507","19.774","418.86652","Unknown","[M-H]-","","0.3","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3997.22","190715_Poo_TruePooFK180310_DDAneg50","418.86673:1348488 419.87008:263552 420.87344:219877","53.26487:6982 54.08226:8595 58.29898:7040 60.11408:6856 62.74249:6246 64.64543:6984 70.95672:6483 107.51223:6283 109.30495:6710 124.64069:6820 127.19666:6658 135.40288:6285 140.96481:70767 152.89336:7007 154.42445:6758 158.97534:22208 188.93925:7878 206.9368:13169 208.46962:7348 224.94705:10966 227.48627:14856 246.92999:511110 273.16324:7483 326.91559:29245 344.23013:7804 352.89462:90788 378.87411:22864 379.91385:7143","418.86655","418.86652","418.86652","418.86652","418.86652","418.86652","418.86673","418.86652","418.86652","418.86652","418.86636","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86633","418.86642","418.86652","418.86661","418.86563","418.86652","418.86664","418.86655","418.86652","418.86624","418.8663","418.86655","418.86652","418.86652","418.86652","418.86652","418.86652","418.86649","418.86636","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652","418.86652"
"513",513,"508","3.106","426.83923","Unknown","[M-H]-","ion correlated with 296","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1113.75","190715_Poo_QC-KM1906_F","426.83923:1914738 427.84258:85576 428.84594:1843665","","426.83923","426.83862","426.83896","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83923","426.83878","426.83893","426.83899","426.83923","426.83923","426.83942","426.83887","426.83917","426.83893"
"514",514,"509","13.249","428.80933","Unknown","[M-H]-","","0.54","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5811.02","190715_Poo_TruePooFK180310_DDAneg20","428.8103:635044 429.81365:0 430.81701:0","50.1:6314 54.16562:6908 66.64666:6719 71.15928:6627 86.86375:7385 86.93546:6942 89.5844:7299 97.21449:6654 113.7962:6776 138.50237:6988 161.75858:7628 162.23929:7189 227.49779:13124 314.64291:7260","428.81018","428.80933","428.80933","428.80933","428.8103","428.80933","428.80969","428.80933","428.8096","428.80997","428.80933","428.80933","428.80978","428.80933","428.80981","428.80994","428.80963","428.80936","428.80933","428.81","428.80933","428.80911","428.80905","428.80933","428.80933","428.80933","428.80948","428.80957","428.80933","428.80887","428.8093","428.80939","428.80933","428.80914","428.80966","428.80984","428.80948","428.80933","428.80945","428.80975","428.80933","428.80933","428.80933","428.80933","428.80933","428.80933","428.81015","428.80933","428.80859","428.80933"
"515",515,"510","13.109","434.81375","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7968.17","190715_Smp_FK180310S64C1-25m_C","434.81375:3625883 435.8171:1096990 436.82046:1846663","","434.81375","434.81375","434.8139","434.81375","434.81375","434.81375","434.81461","434.81375","434.81442","434.81375","434.81375","434.81384","434.81375","434.81375","434.81439","434.81421","434.81375","434.81375","434.81427","434.81418","434.81531","434.81375","434.81375","434.81375","434.81375","434.82678","434.81375","434.81381","434.8147","434.81488","434.81396","434.81375","434.81375","434.81375","434.81555","434.81375","434.81445","434.81375","434.81375","434.81375","434.81375","434.81375","434.81375","434.81375","434.81375","434.81375","434.81375","434.81375","434.81375","434.81375"
"516",516,"511","13.689","434.81412","Unknown","[M-H]-","","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12422.15","190715_Smp_FK180310S64C1-25m_C","434.81412:2351124 435.81747:439978 436.82083:1108326","","434.80133","434.80048","434.81436","434.80136","434.81412","434.81412","434.81412","434.81412","434.81384","434.81406","434.81412","434.81412","434.81427","434.81412","434.81412","434.81424","434.81613","434.81412","434.81412","434.81412","434.81412","434.81421","434.81412","434.81412","434.81412","434.81412","434.814","434.81412","434.79919","434.81329","434.81406","434.81412","434.81412","434.81461","434.81439","434.81412","434.81412","434.81439","434.81412","434.81412","434.81412","434.81412","434.80106","434.8002","434.81412","434.81412","434.80121","434.80017","434.80139","434.8006"
"517",517,"512","19.828","434.84363","Unknown","[M-H]-","","0.26","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","598.85","190715_Blk_KM1906U14-Blk_C","434.84363:459609 435.84698:0 436.85034:0","","434.84363","434.84363","434.84363","434.84363","434.84439","434.84439","434.84387","434.84363","434.84363","434.84363","434.84421","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84375","434.84363","434.84418","434.8429","434.84363","434.84399","434.84439","434.84363","434.84335","434.84363","434.84335","434.84363","434.84363","434.84363","434.84363","434.84363","434.8439","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363","434.84363"
"518",518,"513","9.269","436.48792","Unknown","[M-H]-","ion correlated with 547; ion correlated with 479; ion correlated with 543; ion correlated with 546; ion correlated with 519; ion correlated with 493","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1584.25","190715_Smp_FK180310S77C1-25m_A","436.48792:155032 437.49127:126880 438.49463:104377","","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792","436.48822","436.48819","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792","436.48941","436.48792","436.48798","436.48672","436.48798","436.48792","436.48764","436.48752","436.48792","436.48792","436.48773","436.48792","436.48792","436.48792","436.48813","436.48758","436.48792","436.48901","436.48959","436.48804","436.48792","436.4881","436.48788","436.48837","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792","436.48792"
"519",519,"514","13.594","436.80997","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6632.81","190715_Smp_FK180310S64C1-25m_C","436.80997:937646 437.81332:243731 438.81668:0","","436.80997","436.79877","436.80997","436.80997","436.80997","436.80997","436.80997","436.79672","436.81","436.80997","436.80997","436.80997","436.80997","436.80997","436.81232","436.80997","436.80997","436.80997","436.80997","436.80997","436.80997","436.80997","436.80997","436.82367","436.80997","436.80997","436.80859","436.81064","436.80997","436.81174","436.80997","436.80997","436.80997","436.81143","436.80997","436.80997","436.80997","436.80997","436.80997","436.80997","436.80997","436.80997","436.80997","436.79739","436.80997","436.80997","436.80997","436.79745","436.79871","436.79739"
"520",520,"515","3.147","437.8024","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2715.01","190715_Poo_QC-KM1906_F","437.8024:427481 438.80575:0 439.80911:156458","","437.8024","437.80258","437.80188","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.80316","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.8024","437.80307","437.80212","437.8024","437.8024","437.80173","437.80231","437.80316","437.8031"
"521",521,"516","9.287","460.9924","Unknown","[M-H]-","ion correlated with 503; ion correlated with 445; ion correlated with 102; ion correlated with 418; ion correlated with 20; ion correlated with 364; adduct linked to 521_[M+Cl]-","0.52","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2326.51","190715_Smp_FK180310S77C1-25m_A","460.9924:267310 461.99575:202939 462.99911:437448","","460.99313","460.9924","460.9924","460.99335","460.9924","460.9924","460.9924","460.99243","460.99237","460.99307","460.9924","460.9924","460.9924","460.9924","460.9924","460.99335","460.9924","460.99292","460.99261","460.99292","460.99261","460.99313","460.9924","460.99356","460.99289","460.99286","460.99338","460.99353","460.9924","460.99249","460.99353","460.99271","460.99295","460.99319","460.9928","460.9924","460.99359","460.99301","460.99277","460.9924","460.9924","460.9924","460.9924","460.9924","460.9924","460.9924","460.9924","460.9924","460.9924","460.9924"
"522",522,"517","19.826","462.84961","Unknown","[M-H]-","","0.22","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3455.89","190715_Poo_TruePooFK180310_DDAneg50","462.85013:791440 463.85348:0 464.85684:0","67.06545:6785 71.38998:6462 74.99274:23351 87.72051:7346 106.40462:7503 123.47102:6693 127.7941:6810 140.96472:21045 153.34619:9006 171.21265:7924 173.91704:7723 188.93884:73820 206.94971:29476 219.03873:70143 246.92982:71506 265.28287:7496 282.60403:8142 294.90344:51133 301.75351:9332 306.89789:10183 312.91434:33758 318.42419:8325 346.39011:6748 350.43616:7697 352.89484:37090 368.87247:8499 378.87491:24866 398.70349:7588 400.8671:60539 432.88208:10679","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.85013","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.8494","462.84961","462.84961","462.85043","462.8497","462.85016","462.84967","462.84961","462.84961","462.84943","462.84979","462.84961","462.84961","462.84961","462.84961","462.84961","462.84995","462.84955","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961","462.84961"
"523",523,"518","9.293","462.98944","Unknown","[M-H]-","ion correlated with 446; ion correlated with 420; ion correlated with 482; ion correlated with 59; ion correlated with 480; ion correlated with 448","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4007.91","190715_Smp_FK180310S64C1-25m_A","462.98944:429343 463.99279:235824 464.99615:274653","","462.98907","462.98944","462.98944","462.98944","462.98944","462.98944","462.98944","462.98962","462.99042","462.99005","462.98944","462.98944","462.9906","462.98969","462.99084","462.99026","462.98929","462.99011","462.9899","462.99017","462.99039","462.98996","462.98944","462.98956","462.98975","462.99078","462.99033","462.9899","462.98944","462.99023","462.99017","462.98987","462.99002","462.98978","462.98962","462.99014","462.98938","462.98996","462.98978","462.98935","462.98944","462.98944","462.98944","462.98944","462.98944","462.98944","462.98944","462.98944","462.98944","462.98944"
"524",524,"519","9.293","488.49182","Unknown","[M-H]-","ion correlated with 513; ion correlated with 479; ion correlated with 544; ion correlated with 543; ion correlated with 546; ion correlated with 493","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1452.11","190715_Smp_FK180310S77C1-25m_A","488.49182:144616 489.49517:167046 490.49853:176678","","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182","488.49234","488.49106","488.49359","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182","488.49323","488.49286","488.49182","488.49307","488.49182","488.49301","488.49182","488.49268","488.49222","488.49255","488.49182","488.49255","488.49182","488.49182","488.49228","488.49182","488.49374","488.49216","488.49323","488.49182","488.49316","488.49307","488.49353","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182","488.49182"
"525",525,"520","9.284","489.49142","Unknown","[M-H]-","ion correlated with 547; ion correlated with 544; ion correlated with 445; ion correlated with 102; ion correlated with 493; ion correlated with 530; ion correlated with 548","0.5","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1740.76","190715_Poo_TruePooFK180310_DDAneg35","489.49142:217426 490.49477:250362 491.49813:238169","","489.49142","489.49142","489.49142","489.49142","489.49142","489.49142","489.49142","489.4921","489.49191","489.49149","489.49142","489.49142","489.49219","489.49142","489.49142","489.49142","489.49023","489.49139","489.49164","489.49136","489.49127","489.4917","489.49149","489.49146","489.49219","489.49164","489.49161","489.49179","489.49106","489.49167","489.49149","489.49097","489.4917","489.4903","489.49078","489.49142","489.49142","489.49142","489.49155","489.49142","489.49142","489.49142","489.49142","489.49142","489.49142","489.49142","489.49142","489.49142","489.49142","489.49142"
"526",526,"521","9.288","496.99435","Unknown","[M+Cl]-","adduct linked to 516_[M-H]-","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1023.52","190715_Smp_FK180310S77C1-25m_A","496.99435:91020 497.9977:30306 499.00106:230484","","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99353","496.99405","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99451","496.99435","496.99435","496.99365","496.99594","496.99442","496.99408","496.99457","496.99451","496.99524","496.99435","496.99435","496.99249","496.99384","496.99435","496.9942","496.99414","496.9942","496.99362","496.99435","496.99399","496.99261","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435","496.99435"
"527",527,"522","9.306","497.65866","Unknown","[M-H]-","ion correlated with 565; ion correlated with 562","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1522.93","190715_Smp_FK180310S77C1-25m_A","497.65866:137457 498.66201:37462 499.66537:156239","","497.65866","497.65866","497.65866","497.65866","497.65866","497.6604","497.65997","497.66086","497.65875","497.65857","497.65866","497.65866","497.65866","497.65866","497.65866","497.65866","497.65866","497.65942","497.65866","497.65903","497.65918","497.65906","497.65924","497.66049","497.65952","497.66028","497.66034","497.65866","497.65866","497.65915","497.65845","497.65866","497.65967","497.65912","497.65897","497.65866","497.65976","497.6593","497.65942","497.65866","497.65866","497.65866","497.65866","497.65866","497.65866","497.65866","497.65866","497.65866","497.65866","497.65866"
"528",528,"523","9.284","498.32504","Unknown","[M-H]-","ion correlated with 524; ion correlated with 566","0.5","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1838.11","190715_Smp_FK180310S77C1-25m_A","498.32504:195802 499.32839:23707 500.33175:192170","","498.32504","498.32504","498.32504","498.32504","498.32504","498.32504","498.32504","498.32654","498.32526","498.32587","498.32504","498.32504","498.32596","498.32504","498.32504","498.32504","498.32373","498.32538","498.32498","498.32504","498.32516","498.32529","498.32608","498.32504","498.32416","498.32626","498.3259","498.3266","498.32504","498.32455","498.32614","498.32504","498.32541","498.32556","498.32388","498.32501","498.32474","498.32529","498.32574","498.32504","498.32504","498.32504","498.32504","498.32504","498.32504","498.32504","498.32504","498.32504","498.32504","498.32504"
"529",529,"524","9.292","498.99149","Unknown","[M-H]-","ion correlated with 525; ion correlated with 523; ion correlated with 566","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2163.28","190715_Smp_FK180310S77C1-25m_A","498.99149:217545 499.99484:0 500.9982:103340","","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149","498.99185","498.9899","498.99118","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149","498.99084","498.99149","498.99173","498.99039","498.99066","498.99017","498.99121","498.99158","498.99115","498.99121","498.99149","498.99149","498.99081","498.99103","498.99149","498.99142","498.99023","498.99084","498.99081","498.99088","498.99026","498.99155","498.99213","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149","498.99149"
"530",530,"525","9.283","499.65591","Unknown","[M-H]-","ion correlated with 524; ion correlated with 566","0.5","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1779.09","190715_Smp_FK180310S77C1-25m_A","499.65591:169986 500.65926:23024 501.66262:22918","","499.65591","499.65591","499.65591","499.65591","499.65591","499.65591","499.65591","499.65689","499.65613","499.6575","499.65591","499.65591","499.65646","499.65591","499.65591","499.65591","499.65591","499.65695","499.65668","499.65735","499.65662","499.65689","499.65656","499.65756","499.65613","499.65753","499.65689","499.65591","499.65591","499.65598","499.65677","499.65561","499.65686","499.6575","499.65683","499.6568","499.65591","499.65775","499.65717","499.65771","499.65591","499.65591","499.65591","499.65591","499.65591","499.65591","499.65591","499.65591","499.65591","499.65591"
"531",531,"526","13.162","505.85608","Unknown","[M-H]-","","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8221.29","190715_Smp_FK180310S77C1-25m_A","505.85608:1487066 506.85943:0 507.86279:294216","","505.85608","505.85608","505.85608","505.85645","505.85657","505.85608","505.85699","505.85641","505.85651","505.85626","505.85608","505.85608","505.85666","505.85608","505.85672","505.85693","505.85602","505.85693","505.85626","505.8569","505.85608","505.85648","505.85672","505.85614","505.85651","505.85699","505.85602","505.85617","505.85608","505.85617","505.85629","505.85645","505.85626","505.85666","505.85623","505.85703","505.85693","505.85645","505.85614","505.85672","505.85608","505.85608","505.85608","505.85608","505.85608","505.85608","505.85608","505.85608","505.85608","505.85608"
"532",532,"527","13.346","510.79904","Unknown","[M-H]-","","0.74","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4445.24","190715_Poo_TruePooFK180310_DDAneg35","510.79883:824658 511.80218:0 512.80554:218092","50.73049:6221 57.26257:6560 58.35469:6497 64.30557:6581 73.24896:7744 74.02812:6729 77.52072:6531 79.37157:6687 94.02924:6707 96.80462:7652 106.22537:7263 108.73839:7353 119.25964:8798 127.92287:7163 170.83046:6952 178.80814:7777 210.80772:7470 216.89648:63245 218.72624:26521 218.73961:46344 225.43468:7708 234.90715:25441 236.29922:7755 296.85458:12489 300.97775:7806 301.75522:10995 314.86496:111455 383.99237:9138 446.45264:7356 493.54163:7281","510.79984","510.80017","510.79935","510.79935","510.80002","510.79883","510.79904","510.79974","510.79922","510.79922","510.79935","510.79904","510.79904","510.79959","510.79913","510.79984","510.7995","510.79935","510.79904","510.79993","510.79904","510.79901","510.79874","510.79904","510.79947","510.79874","510.79904","510.79993","510.79904","510.7991","510.79968","510.79984","510.79874","510.79822","510.79861","510.7991","510.79971","510.79922","510.79962","510.80005","510.79904","510.79904","510.79904","510.79907","510.79904","510.79904","510.79904","510.79959","510.79895","510.79916"
"533",533,"528","13.27","512.79706","Unknown","[M-H]-","adduct linked to 539_[M+Cl]-","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4306.43","190715_Smp_FK180310S77C1-25m_A","512.79706:462610 513.80041:0 514.80377:0","","512.79584","512.79706","512.79706","512.7962","512.79706","512.79706","512.79706","512.79706","512.79706","512.7962","512.79706","512.79706","512.79443","512.79706","512.79706","512.79895","512.79706","512.79517","512.79706","512.79706","512.79706","512.79706","512.79706","512.79706","512.79614","512.79706","512.79578","512.79706","512.79706","512.79706","512.79523","512.79706","512.79706","512.79706","512.79596","512.79474","512.79706","512.79657","512.79639","512.79614","512.79706","512.79706","512.79706","512.79706","512.79706","512.79706","512.79706","512.79706","512.79706","512.79706"
"534",534,"529","9.281","513.99542","Unknown","[M-H]-","ion correlated with 538","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1166.2","190715_Smp_FK180310S64C1-DCM_B","513.99542:91848 514.99877:70586 516.00213:229796","","513.99542","513.99542","513.99542","513.99542","513.99542","513.99542","513.99542","513.99628","513.99615","513.99738","513.99542","513.99542","513.99542","513.99542","513.99542","513.99664","513.99542","513.99481","513.99542","513.99542","513.99542","513.99542","513.99615","513.9964","513.99542","513.99542","513.99542","513.99542","513.99542","513.99652","513.99536","513.99542","513.99725","513.99579","513.99615","513.99542","513.99542","513.99542","513.99591","513.99542","513.99542","513.99542","513.99542","513.99542","513.99542","513.99542","513.99542","513.99542","513.99542","513.99542"
"535",535,"530","9.305","515.99219","Unknown","[M-H]-","ion correlated with 544; ion correlated with 520; ion correlated with 516; ion correlated with 445; ion correlated with 102; ion correlated with 548; ion correlated with 501","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2151.58","190715_Smp_FK180310S77C1-25m_A","515.99219:224011 516.99554:148196 517.9989:177893","","515.99329","515.99219","515.99219","515.99219","515.99219","515.99219","515.99219","515.99207","515.99341","515.9931","515.99219","515.99219","515.99219","515.99219","515.99219","515.99219","515.99396","515.99359","515.99249","515.99286","515.99182","515.99219","515.99219","515.99329","515.9928","515.99402","515.99304","515.99219","515.99219","515.99298","515.99438","515.99335","515.99255","515.99335","515.99329","515.99219","515.99237","515.99164","515.99261","515.99249","515.99219","515.99219","515.99219","515.99219","515.99219","515.99219","515.99219","515.99219","515.99219","515.99219"
"536",536,"531","19.733","524.83081","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2897.87","190715_Smp_FK180310S64C1-25m_C","524.83081:1053628 525.83416:203394 526.83752:996646","","524.83093","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.82904","524.83057","524.83081","524.83118","524.83038","524.83081","524.83136","524.8313","524.83081","524.83081","524.83105","524.83075","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081","524.83081"
