"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49","NA.","NA..1"
"423",423,"418","9.298","299.98593","Unknown","[M-H2O-H]-","ion correlated with 503; ion correlated with 516; ion correlated with 445; ion correlated with 102; ion correlated with 20; ion correlated with 364; ion correlated with 453; adduct linked to 479_[M+Cl]-","0.52","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2210.28","190715_Smp_FK180310S62C1-25m_B","299.98593:262446 300.98928:26194 301.99264:518367","","482852","57820","19248","759729","1075530","537256","423414","1565525","1377515","7231982","466475","417095","1459566","179344","134278","2165830","374307","5443288","370813","1067181","855224","2482191","6904824","1437576","1430854","1231833","2363961","4977619","3391385","1089906","1668362","937846","980365","6580914","3111799","390372","987496","1666004","6108270","342176","0","40402","0","0","0","0","0","0","0","0","1491768.58945312","1960489.7283507"
"424",424,"419","7.715","301.68326","Unknown","[M-H]-","","0.84","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","19051.58","190715_Std_H2OinMatrix_2","301.68326:2426210 302.68661:217450 303.68997:3093027","","8368654","17325170","29958788","26890042","4175794","3139408","2614527","8038898","10710711","20835372","1671340","9408831","6437033","13978001","11821271","11014331","11300593","10049809","16674701","3995570","10097079","12846649","15308713","17193896","16089165","13710330","18703762","11841154","16360931","17534544","5219531","13095298","15738699","12897635","19549588","14038015","15282587","17485928","16430789","10155697","0","0","15476857","24473924","0","0","37116628","30313974","12138240","23954254","13229254.2425","8168281.66171798"
"425",425,"420","9.273","301.98276","Unknown","[M-H]-","ion correlated with 446; ion correlated with 482; ion correlated with 89; ion correlated with 448","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4146.39","190715_Smp_FK180310S64C1-25m_A","301.98276:571354 302.98611:91131 303.98947:439073","","1363945","35620","199160","1650072","1160057","1361486","1888725","2832405","3086785","15050272","1096388","1849271","2113694","790892","650790","5798469","1782872","13144686","982626","2402819","5159012","5327878","13106407","3834559","3916172","2717087","10679308","5997875","10614453","2462503","3573072","3318989","3264046","15732083","13887644","2772347","3381751","1653219","13807285","2277256","46569","0","0","0","0","0","0","0","0","0","3735410.97820312","4539373.90209023"
"426",426,"421","7.982","302.6828","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4063.36","190715_Std_H2OinMatrix_1","302.6828:1836620 303.68615:1478262 304.68951:2591410","","6457692","2570744","1591332","64815","83126","166394","30330","189342","862030","3831135","11920","81353","328779","2543162","704749","165739","1404288","1797542","44838","413964","57921","3538585","1291129","220685","889696","483133","2089434","74389","4183243","506471","565826","81149","410319","5846448","275663","1367063","1571766","234419","4929102","97261","0","0","20276418","3665625","1328080","0","13760981","2886577","14681295","3623801","2245595.04490234","3990384.46109224"
"427",427,"422","7.259","302.68301","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1685.62","190715_Poo_TruePooFK180310_DDAneg35","302.68301:438595 303.68636:1416779 304.68972:550018","","0","0","1205171","1779793","706233","2274619","1932750","979319","575666","4403001","422973","722913","729467","0","943088","1961925","1351944","2371636","909422","449266","304922","1648939","1354302","158113","487526","618308","2261467","1551950","3745002","1381763","1807110","359618","325136","4098820","2068782","1460317","500746","801060","6640046","592626","0","0","0","0","0","0","0","0","0","0","1117714.76625","1336228.15716108"
"428",428,"423","7.744","303.68137","Unknown","[M-H]-","","0.76","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","21473.75","190715_Std_H2OinMatrix_2","303.68137:3017375 304.68472:345094 305.68808:1582561","","9719171","22527228","42435528","19803616","7227592","4474813","4976935","27601392","14264593","16464212","1657927","3479144","14122028","9019305","20976206","15015062","22086254","27564962","19017784","15385819","9069638","15445881","14850326","21609714","22301364","13411203","25785886","16932124","18666770","18474788","11291387","15769419","20320314","19308548","21495912","16390260","10047737","21280818","19953060","12114461","0","0","19438746","38629052","0","45796","37619548","16522807","19218302","24635234","16368973.3289062","9466452.77038078"
"429",429,"424","7.331","303.68149","Unknown","[M-H]-","","0.64","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","21034.43","190715_Poo_TruePooFK180310_DDAneg35","303.68164:1897439 304.68499:529897 305.68835:977208","78.91756:11210 80.91582:11725 85.36921:7710 93.12411:6446 95.52811:6363 111.35579:6734 113.18417:6844 126.512:9507 136.20143:6891 136.94147:7027 137.19313:6838 149.55696:6568 205.34702:8158 209.85376:7123 215.8423:7047 216.81587:13326 216.8275:103869 216.84145:12455 218.70811:9602 218.71715:13803 218.72604:12202 218.7442:7732 222.76465:402981 224.76268:310568 225.68588:8535 301.73465:9072","9657842","0","22880192","33710816","2468680","12701143","10612043","22642600","10715746","18423416","2968715","8729783","10149590","0","19372730","14191911","12866229","9821481","20030304","15346069","16660168","10451108","18099572","10630692","18291198","10045448","14888714","15466563","18075136","6663958","10290601","13804937","13648101","17832112","15854556","15637383","9647522","4148010","11629990","11682795","52663","0","0","0","0","0","0","0","0","0","10415810.3564844","7841154.8394442"
"430",430,"425","7.64","304.68063","Unknown","[M-H]-","","0.5","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8169.56","190715_Std_H2OinMatrix_1","304.68063:2573488 305.68398:909029 306.68734:1974506","","12059294","0","1001492","5207582","1904197","759131","2410092","1769626","1569082","7749308","1004906","1027566","1729763","2805875","1310446","2689832","2473555","2449308","900038","994047","1045055","4664552","2072126","317241","1385900","621556","2154550","1862519","7605874","1819798","1603779","483518","1283557","5234403","5555432","1456861","1166080","923456","8488342","1542466","0","0","13782866","0","2253784","0","48700316","1472624","34741752","3456125","4150193.43875","8393357.14143409"
"431",431,"426","19.733","304.90189","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","623.71","190715_Smp_FK180310S77C1-25m_A","304.90189:479150 305.90524:0 306.9086:0","","5113832","97045","160567","77727","140175","1873135","253603","139746","460969","4629992","26708","210450","205764","70626","174465","141470","274972","4601572","518291","1039550","455804","53540","513025","115459","2983763","2182916","6486075","229939","7290037","3318023","3845750","514369","653746","63426","3894154","373179","2431494","6111381","433916","503463","315655","49552","375697","0","362738","70499","100648","73484","207619","59560","1285591.38539063","1953146.44371901"
"432",432,"427","7.573","305.67944","Unknown","[M-H]-","","0.8","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11871.46","190715_Std_H2OinMatrix_2","305.67944:1588748 306.68279:178862 307.68615:361659","","5518535","17594850","10953170","15367189","3269712","5816103","8153624","12551209","7599063","4517656","1565025","6100732","4107595","7421480","7679484","8506004","6520842","13462047","18285604","6494387","8345830","9230711","13818596","9828154","10965536","8125876","6176598","3807792","10661978","6024718","7903134","13837883","10646220","4635292","8914131","6966618","9593199","6569751","11664600","6697838","0","0","7024342","18974666","0","0","10228165","17382022","5704033","45283592","9009911.7825","6984834.94614519"
"433",433,"428","7.681","306.6785","Unknown","[M-H]-","","0.48","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5561.13","190715_Std_H2OinMatrix_1","306.6785:1925207 307.68185:254826 308.68521:728320","","5766882","0","1552574","1469694","1860137","1256281","2002425","770049","691231","5114082","461095","487373","1183670","1046848","255110","3454975","1579086","2668474","903310","691371","426640","2866683","783486","194765","919707","837608","2533743","1878893","6077222","1142605","1207291","625039","629473","2805984","2886576","1045548","246706","829649","7112234","405304","0","0","18877698","0","1573981","0","23479822","0","11962819","2836020","2548003.265625","4441153.83908689"
"434",434,"429","8.439","312.90863","Unknown","[M-H]-","","0.58","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","25.2","190715_Smp_FK180310S64C1-25m_B","312.90863:645434 313.91198:129651 314.91534:312035","","45449","58624","6734505","6603559","715783","566844","457530","7210655","5421348","10139857","1322618","849535","986685","4215420","13924080","11663196","5838270","11657965","7139390","8479306","12561790","7025706","10325472","9100325","7289017","3560277","6721096","11538213","10658384","7376538","3243008","14911856","12930368","9100096","7479198","10102706","8294372","8632611","7511789","14258766","127840","73976","73017","134857","136227","66662","43883","48013","58763","56702","5749443.003125","4776929.68220537"
"435",435,"430","9.548","312.90872","Unknown","[M-H]-","","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.2","190715_Poo_TruePooFK180310_Half1","312.90872:451082 313.91207:112585 314.91543:152054","","1815192","1533962","6670508","4332857","371931","97725","854046","1295745","1112557","833220","612790","606954","465974","10229748","4825968","4854036","793127","1253291","1914444","1669241","3068408","910129","1555666","3262004","1012298","1712616","1354926","1606321","881612","1577064","311234","1474545","2047508","1202974","1083584","1063559","1187563","1597582","822533","1125556","164624","185734","46183","1143210","137388","115166","34413","2790874","42605","2880665","1650837.16039063","1845078.73948451"
"436",436,"431","19.762","313.90305","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1232","190715_Blk_KM1906U14-Blk_C","313.90305:426090 314.9064:1087199 315.90976:0","","4127599","0","0","0","15966","94975","458032","61029","2766345","7028626","9448","897762","13243","0","0","0","4455858","52283","0","1811492","492679","0","1923654","593263","4682255","1729387","4488990","858417","4985594","4063607","5882473","0","64988","2134769","2604991","0","2483426","1424430","2514010","2866584","0","0","0","51950","0","164075","57903","45884","48555","0","1319090.82900391","1870544.67969113"
"437",437,"432","8.545","313.909","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","547.74","190715_Smp_FK180310S77C1-DCM_A","313.909:173622 314.91235:320985 315.91571:66077","","0","79744","558437","1411542","198199","205788","158168","1105290","1291884","721656","246038","153245","134062","50899","944584","779604","1211326","685455","1980473","1380647","1990554","993206","1297142","1785774","1953796","1271067","1586044","1448207","761410","708485","248406","2106834","1136434","1548537","1269815","791201","1484781","2508244","1534292","895119","49681","0","0","432590","0","45184","0","33483","46168","55314","825576.2175","704872.115761342"
"438",438,"433","8.264","314.70917","Unknown","[M-H]-","","0.38","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2042.7","190715_Smp_FK180310S80C1-25m_C","314.70917:187487 315.71252:0 316.71588:137359","","45181","0","78644","103605","71763","101366","245524","2245198","41058","553370","33654","114117","74460","125942","0","499474","1215353","1793056","35996","43914","0","1084902","864912","21101","954918","0","1706528","441969","2247170","44355","695657","33021","0","2132726","1582958","893106","2692619","1286500","1398107","1460715","0","0","0","0","0","0","0","0","0","0","539258.780859375","758774.596602183"
"439",439,"434","13.329","314.86475","Unknown","[M-H]-","","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","355883.12","190715_Poo_TruePooFK180310_DDAneg35","314.86487:29469120 315.86822:3876182 316.87158:7393436","50.0945:8614 50.14154:9426 52.71343:9377 53.09658:8474 60.85615:8965 62.34234:9472 62.69738:8815 71.44109:10355 71.94907:9134 74.18605:9681 74.95844:12440 79.95615:10783 83.16833:9178 84.53315:8711 91.79208:11258 96.95903:459150 119.93638:10080 127.98364:10754 135.93182:31166 136.93918:3695566 145.38797:10942 152.12331:10186 154.94987:29796 176.72824:9964 185.35503:10562 193.36981:9415 203.45987:10731 216.08112:14632 216.89671:18346722 217.71597:21912 220.17749:31643 220.19073:37289 220.71277:10903 234.90749:5906470 296.85403:332142","1013626752","679371776","501802624","536567840","87017304","210398512","37728032","1185859712","526322752","1194464768","77746824","124407840","454653824","550430976","650894016","666363840","1099747968","663763712","686321216","601333248","298812288","935680960","1002675904","198087120","622326592","821115520","1314517248","274971680","1458788224","1524527488","468066976","308720128","211989504","1105042176","653066944","791061568","1130639872","1323156352","952395456","994710720","0","0","329403648","390737920","0","0","331778016","390267328","406618272","390232000","603564268.8","418581135.896658"
"440",440,"435","8.669","314.90582","Unknown","[M-H]-","","0.62","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","355.19","190715_Smp_FK180310S64C1-25m_B","314.90582:285346 315.90917:70480 316.91253:0","","65561","104250","3238950","4835699","294429","113963","276346","2383286","4751700","2566760","172332","218424","203334","2326354","2393922","2168022","1470141","3051304","4141338","8642662","5213450","514717","2849402","6052254","1784049","5884040","2979826","3513055","671138","485211","1416776","6761670","5144326","5207340","1976724","393113","2971779","4692560","5066492","2413282","61390","0","0","723276","0","0","60354","200232","0","643952","2221983.62226562","2222049.81332564"
"441",441,"436","5.263","316.73917","Unknown","[M-H]-","","0.3","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17898.69","190715_Std_4uMStdsMix2InMatrix_2","316.73917:3847318 317.74252:0 318.74588:1561488","","0","1945853","1525323","2182759","0","15436","14143","283160","60086","0","22548","24762","15106","0","0","0","75436","68900","0","422813","538012","121077","0","0","46240","0","35388","0","1449685","0","155869","58298","0","0","157554","1393678","329021","0","0","75002","0","161908","1287857","1987411","22796694","37111216","74034168","79056984","709350","692102","4577076.77482422","16037457.1475102"
"442",442,"437","11.006","317.05524","Unknown","[M-H]-","","0.74","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16042.86","190715_Poo_QC-KM1906_F","317.05524:3261904 318.05859:489612 319.06195:117313","","0","34206904","46540212","49341196","258824","244295","274416","7084204","2742092","5993514","176841","140128","568202","2621172","2056371","2856437","14126324","11534740","4726296","292878","24945192","9330828","5118734","864224","6790060","4796510","4621980","6461951","7036110","1678536","2486989","711405","3149668","3500708","1919472","6088774","4225016","1108599","6755280","8232292","0","0","30923440","18251474","0","0","28471872","19286986","30249394","18036350","8816537.846875","12111610.1776715"
"443",443,"438","13.298","317.8606","Unknown","[M-H]-","","0.52","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7260.28","190715_Poo_TruePooFK180310_DDAneg20","317.86078:622153 318.86413:814863 319.86749:0","50.08498:7204 56.17221:6705 56.20132:7105 56.25317:6654 56.27153:6193 56.82253:6910 61.8259:7544 62.35063:8100 63.45866:6588 66.92262:7288 72.05634:6986 73.90698:6529 113.33363:7680 119.5066:7814 126.90857:8042 131.70358:9362 139.57054:7280 153.28271:8459 168.25056:8016 171.85281:7095 176.03786:6548 180.8996:7037 197.6235:7428 216.61353:10646 216.62712:113202 216.63945:15412 217.89745:112695 218.71861:7860 218.73668:12012 218.89342:24103 219.89281:178357 235.90814:43884 237.90302:67662 252.47749:6425 278.29462:6393 299.84937:35884 317.86087:517910","0","0","9588934","7549236","1943321","2646614","2437569","5692258","12423016","7856202","1028730","1868917","1354599","6451996","6425928","3753509","7718255","5951337","4393044","2764718","1817905","7451182","5370326","985189","13405280","3956156","17871184","6714213","10743394","8593176","5281110","2682710","2179759","8777770","8904510","2698715","5897232","8990697","2526350","11570556","0","0","5807954","0","0","0","5357624","0","0","3328369","4855190.8","4119034.89543605"
"444",444,"439","10.07","318.09619","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5185.02","190715_Std_4uMStdsMix1InMatrix_1","318.09619:638208 319.09954:57329 320.1029:0","","0","1120098","2132564","1942532","14130","12236","12915","38556","65358","36378","4251","10445","8696","133270","0","104726","699991","27149","1133988","0","244529","269417","22809","44082","40376","33723","0","44608","0","0","20786","0","0","26924","0","36412","0","0","0","176181","8198569","6199708","8324371","6785982","0","0","934362","473035","763386","393155","810593.945703125","2028072.38827951"
"445",445,"440","9.512","318.73495","Unknown","[M+Cl]-","ion correlated with 442; adduct linked to 403_[M-H]-","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3696.69","190715_Std_H2OinMatrix_1","318.73495:418503 319.7383:199080 320.74166:555113","","2254206","6224182","2045597","1282022","481625","366002","287261","1116876","606789","707915","230776","354862","251166","1547938","511811","1004818","1270229","669945","256769","306643","39790","564188","556925","0","1101547","363794","813309","203845","809735","707954","966022","159636","35029","745045","752688","557354","1233618","1006984","495352","701698","0","0","5556466","5976746","0","44645","2985535","5860181","6601493","5988197","1332104.16828125","1853925.4228208"
"446",446,"441","13.393","318.8566","Unknown","[M-H]-","","0.6","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2169.5","190715_Smp_FK180310S64C1-25m_C","318.8566:1015083 319.85995:0 320.86331:0","","8243524","7591433","5610942","4249552","1993896","1893666","914407","10985438","8772639","5908730","1019987","1246976","2008615","4219580","8107222","8281900","12247311","12218017","7327155","2864374","2308525","6017950","5405466","625115","7243420","2755520","5966710","5365886","10816700","7297006","11647607","2142993","4113218","14787136","12193013","2758279","7808366","7887658","8648387","9083726","52729","0","6114113","7521682","0","0","4455199","8261946","6199841","8227901","5828229.10460937","3791116.22348088"
"447",447,"442","9.511","320.73196","Unknown","[M-H]-","","0.56","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4356.42","190715_Std_4uMStdsMix1InMatrix_2","320.73196:533538 321.73531:123182 322.73867:342393","","5359610","7542838","2450427","1513205","636526","461646","166121","1335822","795590","1017084","253684","339340","309059","1726846","899387","1622676","1416853","761083","358314","411698","69418","667483","699043","17554","1358361","470293","1014191","227695","1019729","11951","1082829","306698","91316","991919","1037314","674961","1476376","1177370","648426","997506","0","49179","3885992","7717650","51228","0","3317049","6958308","8472170","6803194","1613460.260625","2229124.22448084"
"448",448,"443","9.453","322.72937","Unknown","[M-H]-","","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3456.85","190715_Std_H2OinMatrix_1","322.72937:373052 323.73272:113473 324.73608:127050","","3765985","5464785","1742042","1114390","389109","307622","253668","872652","486558","675057","201028","305304","235542","1071631","492567","1011851","1056982","510761","198988","221191","60089","451891","425033","25943","933082","295524","11530","127563","686714","541750","811800","152334","54103","688272","673883","512072","1003535","798539","452358","695832","0","0","4149955","5335744","0","0","3905218","2892576","5868825","5019999","1139037.56855469","1594496.58851076"
"449",449,"444","14.078","325.84909","Unknown","[M-H]-","","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2803.07","190715_Std_4uMStdsMix1InMatrix_2","325.84909:450976 326.85244:215094 327.8558:0","","332531","3090844","394718","61414","13419","125505","25306","47622","55424","130807","63995","10586","33379","892946","227921","64069","303685","268124","51907","260175","58817","143491","886466","0","277551","71077","454647","69026","603213","44685","130147","164186","65421","587341","434507","565941","279251","443992","420919","1043733","0","0","859404","5631066","0","0","476452","2450254","1623260","5629142","597367.377714844","1195458.84217469"
"450",450,"445","9.288","327.48596","Unknown","[M-H]-","ion correlated with 503; ion correlated with 516; ion correlated with 102; ion correlated with 418; ion correlated with 20; ion correlated with 530; ion correlated with 548; similar chromatogram in higher mz_565","0.54","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2415.49","190715_Smp_FK180310S77C1-25m_A","327.48596:249023 328.48931:412911 329.49267:492808","","220070","27854","0","258485","449532","901067","589825","1402418","1237047","4638826","401112","357909","841352","62981","23028","1305943","527806","5025948","455325","1552325","2224668","4632986","3323459","2006373","941400","1275072","1868337","2942024","3096984","1166771","1561602","916565","781815","3170775","5818232","609059","941060","1559326","5935504","334580","0","42531","0","0","0","0","0","0","0","0","1308559.5371875","1601421.42234999"
"451",451,"446","9.271","328.48468","Unknown","[M-H2O-H]-","ion correlated with 449; ion correlated with 420; ion correlated with 482; ion correlated with 59; ion correlated with 480; ion correlated with 518; ion correlated with 448; adduct linked to 493_[M+Cl]-; similar chromatogram in higher mz_513","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4495.57","190715_Smp_FK180310S64C1-25m_A","328.48468:500500 329.48803:669576 330.49139:587680","","999124","0","30235","859324","1096004","676396","2864934","3553829","2558310","11018053","792303","2215727","1645865","31024","419659","3738937","1386227","11773028","865241","3067209","4947330","10153809","12781289","3899358","2785032","2569902","8716458","4529183","12740068","4006454","3057931","2670144","3207891","11052156","9486907","2536022","3001340","3571756","10856859","1958641","0","0","0","0","0","0","0","53306","0","0","3363465.30480469","3896101.45972548"
"452",452,"447","19.758","328.87958","Unknown","[M-H]-","","0.36","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5027.99","190715_Poo_TruePooFK180310_DDAneg50","328.87964:673453 329.88299:0 330.88635:0","53.77853:6732 56.9701:7301 57.86882:7735 59.60548:7827 65.15782:7424 78.87957:6477 79.73243:7610 90.97028:27748 104.02475:8887 140.9644:10535 142.47604:7122 151.35724:7287 151.86378:7756 156.77905:7249 156.94241:545588 174.95303:25910 175.88409:6954 190.33443:6970 199.97736:7896 200.93291:27296 206.93729:10285 218.34435:16411 218.35718:72900 222.91492:67806 236.14777:7965 238.19043:7111 239.91794:9097 251.5905:6998 262.90771:155073 262.92285:12632 288.88715:44025 301.73581:9773","15080253","55628","52407","56928","13332","5426982","3323090","78542","7388932","12505204","798348","3121084","3134439","52269","98238","0","0","16877294","50167","7377551","4279240","0","8119660","4099885","15320897","5586703","7079020","52765","10506753","7034960","6793058","293347","230769","56095","13061467","55958","17005452","6142794","5180706","42172","47025","0","0","53419","0","0","65156","50134","50065","0","3733963.77992187","5128796.69092706"
"453",453,"448","9.294","329.48312","Unknown","[M-H]-","ion correlated with 446; ion correlated with 420; ion correlated with 482; ion correlated with 89; similar chromatogram in higher mz_480; similar chromatogram in higher mz_529","0.72","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4867.53","190715_Smp_FK180310S64C1-25m_A","329.48312:619820 330.48647:505030 331.48983:292863","","1293705","26114","47415","1236462","2138678","2117567","1693935","3822541","3232602","11433568","922770","2546312","1926442","579399","35949","2183504","1489884","14429931","2173176","3592955","6337860","11706187","16002242","4890845","3556100","2982294","14771990","8306996","16413524","2412890","3711912","2676532","3984832","13847660","11254626","3759878","2684342","5080506","14614994","2857416","0","0","30478","0","52978","47516","0","0","0","0","4178150.12269531","4964459.02348276"
"454",454,"449","9.26","330.48169","Unknown","[M-H]-","ion correlated with 446; ion correlated with 420; ion correlated with 482; ion correlated with 59; ion correlated with 480","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3672.31","190715_Smp_FK180310S64C1-25m_A","330.48169:511245 331.48504:291101 332.4884:163208","","1068150","0","65217","805737","1304172","1250562","2303257","2925194","2602215","11284449","759092","1541381","2651015","231518","472718","20982","925949","10729162","1081979","2878054","5169502","6489325","12571324","4119294","3031195","2614006","8379658","6742550","12321227","3810848","2766480","2842109","3305140","9818696","12521803","2861964","2877442","3616756","10632806","1340859","50516","0","0","30432","0","0","0","34397","0","0","3256982.57496094","3845126.27945386"
"455",455,"450","13.321","330.84207","Unknown","[M+Cl]-","adduct linked to 416_[M-H]-","0.92","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","72461.04","190715_Poo_TruePooFK180310_DDAneg35","330.84229:4240256 331.84564:0 332.849:511257","51.06676:6233 52.50827:7720 54.28382:6893 54.85756:6809 57.3306:6874 62.90279:6585 63.76905:7950 63.83158:6643 67.38751:6809 76.86719:6433 84.61067:7684 96.959:609839 107.59428:6980 108.54725:8086 152.04204:7476 152.91679:81212 161.38965:6822 171.50119:6905 194.4917:7846 218.66591:63414 218.67876:12424 232.87434:1205148 250.88513:577618 312.83142:30256 330.84247:147972","141847008","53711844","55220396","95825304","30666626","20134100","9723538","66018592","54151288","140347968","11431085","16867606","13434401","45091224","84699000","118493200","70923688","128575392","36264768","44187332","46378056","86028472","83567240","45268248","56571664","31722526","197926512","116894512","112795296","46021348","115648344","26957312","37493544","209044752","107800904","62894092","170608512","79036496","228938512","101546304","0","43986","41347496","28965660","0","41300","45578336","30284386","46510012","30637354","68483310.7213281","55294915.3864251"
"456",456,"451","9.055","330.91931","Unknown","[M-H]-","","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","700.22","190715_Smp_FK180310S77C1-DCM_A","330.91931:591505 331.92266:114068 332.92602:253150","","35632","123698","4503008","1911059","82160","115908","109068","4926695","416444","8405011","96824","122558","917086","2093558","3573849","3609099","3953166","4465617","7389206","961602","2459254","6816629","618500","2515097","431471","855587","1120715","9077598","1803248","420529","292021","15656969","1419655","364760","402386","7866201","541381","808923","7825398","4510888","70323","48371","0","115068","0","41478","0","53347","0","607430","2291089.54453125","3252383.97370995"
"457",457,"452","10.561","331.11517","Unknown","[M-H]-","","0.24","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16.99","190715_Poo_QC-KM1906_E","331.11517:606029 332.11852:95479 333.12188:0","","0","5970600","8083574","8762229","49295","11053","11924","49380","0","34568","8285","15217","25108","44731","52783","0","54735","99685","102808","48274","0","0","808344","44832","936981","0","33044","0","39900","145195","115520","0","0","0","108125","1328025","310030","0","0","0","0","0","4730082","3188709","0","44369","4746034","3340920","5449750","3464628","1045174.68681641","2187920.01230413"
"458",458,"453","9.325","331.48032","Unknown","[M-H]-","ion correlated with 418; ion correlated with 20; ion correlated with 364","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2025.59","190715_Smp_FK180310S64C1-25m_A","331.48032:290873 332.48367:136605 333.48703:34403","","695441","0","26049","338574","764748","1386543","600401","1824829","1523915","6208203","321626","308708","707092","172066","155081","1094693","318783","5441709","1237657","1939016","863049","3511171","6432208","2024611","1597511","1429803","5321523","1336762","5702950","1153349","1598472","1051657","1828093","5584170","5378286","539605","795145","2132185","6259940","916125","0","47093","0","28162","0","42713","0","0","0","0","1612794.30875","1991182.51405352"
"459",459,"454","7.475","332.85941","Unknown","[M-H]-","","0.2","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1735.62","190715_Smp_FK180310S62C1-DCM_B","332.85941:455867 333.86276:0 334.86612:0","","0","0","789228","918068","23728","25357","19183","894399","912387","109316","25840","18223","42681","0","108856","460562","73705","1155620","712458","1916226","3213774","483778","3077421","4183369","133187","957432","862438","963574","464678","801651","100747","3279708","1856073","558423","238848","1393484","246313","1689265","1012683","319125","0","52394","0","0","0","0","0","0","0","0","681884.060390625","981211.426606564"
"460",460,"455","8.612","332.91644","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2225.3","190715_Smp_FK180310S64C1-25m_B","332.91644:331780 333.91979:40524 334.92315:0","","41465","0","944777","504361","148002","167949","293297","1232022","613982","1682398","114892","260240","479654","1299290","2712466","1973628","851647","3424822","5007834","3952842","883674","2883491","971987","4600066","1049658","3370322","2501365","4767649","1153402","2007146","777569","5343808","5403868","1148801","1086616","3064810","594841","1657157","2705880","1326392","49240","46821","31343","44637","0","43057","0","0","68247","0","1465748.32023438","1600117.84384446"
